157
112769413769/136353506250 11361706673/1725993750
556184182/503990175 3337705396/503990175
81559785943/73886340450 240165558187/36943170225
3602739453463991/3261912438281250 21455233192308013/3261912438281250
2930430490633/2649400406250 17393239324169/2649400406250
6497110050929819/5871842929919850 38529348263878817/5871842929919850
306026/276159 2000137343/305431854
13965611579617/12587934769800 82613097202331/12587934769800
2447186460071/2202368025000 14495780866453/2202368025000
38796200263/34809841950 115204906942/17404920975
153
3  0 2 3
3  0 3 8
4  1 6 7 5
4  2 5 10 4
3  2 4 3
5  3 4 22 24 8
6  4 10 15 20 21 22
6  5 7 14 17 11 10
3  6 9 7
4  7 9 13 14
3  8 24 26
3  9 12 13
3  10 11 15
4  11 17 19 15
3  12 16 13
5  12 62 47 32 16
4  13 16 18 14
4  14 18 27 17
3  15 19 20
4  16 32 29 18
4  17 27 33 19
3  18 29 27
6  19 33 34 31 23 20
3  20 23 21
5  21 23 28 25 22
3  22 25 24
3  23 31 28
5  24 25 30 37 26
3  25 28 30
4  26 37 75 76
5  27 29 39 35 33
7  28 31 36 38 49 42 30
4  29 32 40 39
3  30 42 37
3  31 34 36
4  32 47 46 40
3  33 35 34
5  34 35 43 41 36
4  35 39 44 43
3  36 41 38
4  37 42 73 75
3  38 41 48
4  38 48 50 49
4  39 40 45 44
3  40 46 45
4  41 43 52 48
6  42 49 51 61 72 73
7  43 44 65 58 55 54 52
4  44 45 66 65
4  45 46 64 66
3  46 47 64
3  47 62 64
4  48 52 53 50
3  49 50 51
4  50 53 57 51
4  51 57 60 61
3  52 54 53
5  53 54 56 59 57
3  54 55 56
3  55 58 56
4  56 58 63 59
3  57 59 60
4  58 65 67 63
6  59 63 69 70 68 60
3  60 68 61
4  61 68 71 72
4  62 102 69 64
5  62 133 110 107 102
5  63 67 66 64 69
3  65 66 67
3  68 70 71
5  69 102 104 103 70
4  70 103 99 71
5  71 99 98 74 72
3  72 74 73
8  73 74 82 77 79 80 78 75
3  74 98 82
3  75 78 76
4  76 78 84 86
5  77 82 90 87 83
3  77 83 79
3  78 80 84
4  79 83 85 81
3  79 81 80
8  80 81 100 97 95 93 89 84
4  81 85 106 100
4  82 98 121 90
3  83 87 85
3  84 89 86
5  85 87 91 108 106
4  86 89 92 88
3  87 90 91
4  88 92 109 101
3  88 101 94
3  89 93 92
6  90 121 126 127 96 91
5  91 96 132 119 108
5  92 93 97 112 109
3  93 95 97
4  96 127 144 137
3  96 137 132
4  97 100 114 112
3  98 99 121
4  99 103 105 121
5  100 106 111 115 114
5  101 109 122 131 148
3  102 107 104
3  103 104 105
5  104 107 113 116 105
4  105 116 123 121
3  106 108 111
3  107 110 113
4  108 119 117 111
4  109 112 120 122
4  110 133 135 113
3  111 117 115
4  112 114 118 120
4  113 135 138 116
3  114 115 118
5  115 117 134 128 118
3  116 138 123
6  117 119 141 150 147 134
4  118 128 125 120
3  119 132 141
3  120 125 122
3  121 123 124
3  121 124 126
3  122 125 131
5  123 138 143 136 124
4  124 136 129 126
4  125 128 139 131
3  126 129 127
3  127 129 130
4  127 130 149 144
4  128 134 140 139
4  129 136 146 130
3  130 146 149
3  131 139 148
5  132 137 152 151 141
3  133 142 135
4  134 147 145 140
4  135 142 143 138
3  136 143 146
4  137 144 153 152
3  139 140 148
4  140 145 156 148
3  141 151 150
3  144 149 153
4  145 147 155 156
3  147 150 155
4  150 151 154 155
3  151 152 154
3  152 153 154
