276
35/44 13/44
11534/9075 1/50
434449/341825 13623/683650
434469/341825 7373/683650
868943/683650 3649/341825
7691/6050 1/50
1303627/1025475 6824/341825
2607379/2050950 7373/683650
2607389/2050950 7323/683650
2607499/2050950 1123/683650
1303757/1025475 524/341825
1049/825 1/50
1303972/1025475 7373/683650
2607949/2050950 334/31075
1304032/1025475 1123/683650
434679/341825 1073/683650
869503/683650 7373/683650
869543/683650 1123/683650
1304317/1025475 549/341825
2608739/2050950 -5077/683650
79053/62150 -5127/683650
1304597/1025475 1123/683650
434884/341825 -5077/683650
2609309/2050950 -2551/341825
2609869/2050950 -5077/683650
2609969/2050950 -11227/683650
1304987/1025475 -5626/341825
435089/341825 -11227/683650
2611189/2050950 -17327/683650
260
5  0 34 90 33 2
3  0 2 1
4  1 2 5 4
3  1 4 3
5  2 33 89 32 5
4  3 4 8 7
3  3 7 6
4  4 5 9 8
5  5 32 88 31 9
4  6 7 12 11
3  6 11 10
4  7 8 13 12
4  8 9 14 13
5  9 31 87 30 14
4  10 11 17 16
3  10 16 15
4  11 12 18 17
4  12 13 19 18
4  13 14 20 19
5  14 30 86 29 20
4  15 16 26 27
3  15 27 28
4  16 17 25 26
4  17 18 24 25
4  18 19 23 24
4  19 20 22 23
5  20 29 85 21 22
4  21 85 60 22
4  22 60 59 23
4  23 59 58 24
4  24 58 57 25
4  25 57 56 26
4  26 56 55 27
4  27 55 50 28
3  28 50 35
3  29 86 85
6  30 87 66 60 85 86
5  31 88 72 66 87
5  32 89 78 72 88
5  33 90 84 78 89
5  34 91 92 84 90
4  35 50 51 37
3  35 37 36
4  36 37 40 39
3  36 39 38
4  37 51 52 40
4  38 39 43 42
3  38 42 41
4  39 40 44 43
4  40 52 53 44
4  41 42 47 46
3  41 46 45
4  42 43 48 47
4  43 44 49 48
4  44 53 54 49
4  45 46 102 103
3  45 103 104
4  46 47 101 102
4  47 48 100 101
4  48 49 99 100
4  49 54 98 99
4  50 55 61 51
4  51 61 67 52
4  52 67 73 53
4  53 73 79 54
4  54 79 97 98
4  55 56 62 61
4  56 57 63 62
4  57 58 64 63
4  58 59 65 64
4  59 60 66 65
4  61 62 68 67
4  62 63 69 68
4  63 64 70 69
4  64 65 71 70
4  65 66 72 71
4  67 68 74 73
4  68 69 75 74
4  69 70 76 75
4  70 71 77 76
4  71 72 78 77
4  73 74 80 79
4  74 75 81 80
4  75 76 82 81
4  76 77 83 82
4  77 78 84 83
4  79 80 96 97
4  80 81 95 96
4  81 82 94 95
4  82 83 93 94
4  83 84 92 93
4  92 106 107 93
4  93 107 108 94
4  94 108 109 95
4  95 109 110 96
4  96 110 111 97
4  97 111 112 98
4  98 112 113 99
4  99 113 114 100
4  100 114 115 101
4  101 115 116 102
4  102 116 117 103
4  103 117 118 104
4  105 169 144 106
4  106 144 143 107
4  107 143 142 108
4  108 142 141 109
4  109 141 140 110
4  110 140 139 111
4  111 139 134 112
4  112 134 123 113
4  113 123 122 114
4  114 122 121 115
4  115 121 120 116
4  116 120 119 117
3  117 119 118
3  119 120 124
4  120 121 125 124
4  121 122 126 125
4  122 123 127 126
4  123 134 135 127
3  124 125 128
4  125 126 129 128
4  126 127 130 129
4  127 135 136 130
3  128 129 131
4  129 130 132 131
4  130 136 137 132
3  131 132 133
4  132 137 138 133
3  133 138 217
4  134 139 145 135
4  135 145 151 136
4  136 151 157 137
4  137 157 163 138
4  138 163 216 217
4  139 140 146 145
4  140 141 147 146
4  141 142 148 147
4  142 143 149 148
4  143 144 150 149
4  144 169 170 150
4  145 146 152 151
4  146 147 153 152
4  147 148 154 153
4  148 149 155 154
4  149 150 156 155
4  150 170 171 156
4  151 152 158 157
4  152 153 159 158
4  153 154 160 159
4  154 155 161 160
4  155 156 162 161
4  156 171 173 162
4  157 158 164 163
4  158 159 165 164
4  159 160 166 165
4  160 161 167 166
4  161 162 168 167
4  162 173 176 168
4  163 164 215 216
4  164 165 214 215
4  165 166 213 214
4  166 167 212 213
4  167 168 211 212
4  168 176 210 211
4  169 172 174 170
4  170 174 177 171
4  171 177 179 173
3  172 175 174
4  173 179 182 176
4  174 175 178 177
4  175 181 184 178
4  176 182 209 210
4  177 178 180 179
4  178 184 186 180
4  179 180 183 182
4  180 186 188 183
3  181 185 184
4  182 183 208 209
4  183 188 207 208
4  184 185 187 186
4  185 190 191 187
4  186 187 189 188
4  187 191 193 189
4  188 189 206 207
4  189 193 205 206
3  190 192 191
4  191 192 194 193
4  192 195 196 194
4  193 194 204 205
4  194 196 203 204
3  195 197 196
4  196 197 202 203
4  197 198 201 202
3  198 200 201
3  198 199 200
4  199 218 275 200
4  200 275 273 201
4  201 273 272 202
4  202 272 267 203
4  203 267 266 204
4  204 266 257 205
4  205 257 256 206
4  206 256 247 207
4  207 247 246 208
4  208 246 241 209
4  209 241 240 210
4  210 240 224 211
4  211 224 223 212
4  212 223 222 213
4  213 222 221 214
4  214 221 220 215
4  215 220 219 216
3  216 219 217
3  219 220 225
4  220 221 226 225
4  221 222 227 226
4  222 223 228 227
4  223 224 229 228
4  224 240 242 229
3  225 226 230
4  226 227 231 230
4  227 228 232 231
4  228 229 233 232
4  229 242 244 233
3  230 231 234
4  231 232 235 234
4  232 233 236 235
4  233 244 248 236
3  234 235 237
4  235 236 238 237
4  236 248 252 238
3  237 238 239
4  238 252 258 239
4  240 241 243 242
4  241 246 250 243
4  242 243 245 244
4  243 250 254 245
4  244 245 249 248
4  245 254 259 249
4  246 247 251 250
4  247 256 261 251
4  248 249 253 252
4  249 259 263 253
4  250 251 255 254
4  251 261 264 255
3  252 253 258
4  254 255 260 259
4  255 264 268 260
4  256 257 262 261
4  257 266 269 262
3  259 260 263
4  261 262 265 264
4  262 269 271 265
3  264 265 268
4  266 267 270 269
4  267 272 274 270
3  269 270 271
3  272 273 274
