164
33694258793/90891293557 122296257557/90891293557
296565260445105687461/774754476069617623461 678380519457988551539/774754476069617623461
56484662140382827796050/147546793825567489213791 128848562949672381829409/147546793825567489213791
12045722006780085553199/31458289071637618278699 27311856474440188846301/31458289071637618278699
1083850974696458369698971683/2830062355083569973156113400 36686938997777803502805800/42450935326253549597341701
717108212316949403/1870745762806845300 47336007320027723/56122372884205359
17718271316160462120200/46205712428911586576643 38594387400788953846957/46205712428911586576643
2954988619237182231361585358549899/7702382402828534185282802090238099 5784091522905640933354169511797701/7702382402828534185282802090238099
16724180871328122852/43573498361147764463 9756017876791741377439/13072049508344329338900
205673528542168114129999/535862753026750078988499 50/67
10497605492725360280652799/27348834210063098989942902 2039203239755248764013153349/2734883421006309898994290200
28339475426362725628444727/73828435958526695277940227 873313177166499276010600/1171879935849630083776829
56544471441203808770207174891/147126162171405537665525758791 115359754212887823627004746209/147126162171405537665525758791
1476805404390658042304353740491/3839197232246825008408173791991 4362716885889701217049144375700/6033024222102153584641415958843
27018959783888605284510870853153/70195381468232274721463330244312 18439861600393924538140502582953189/25738306538351834064536554422914400
54402562791992615413746202309/141336976284159259150206665709 105887239459634582269990789291/141336976284159259150206665709
13488251626964523200/35037891955870630467 78449730229172913799/105113675867611891401
40461974289955153649/105106160440740250200 50/67
68810145237929145419450/178740027822933491017167 399832258729632813023699/536220083468800473051501
206332000013976573176999/535954029842117502894900 3993969303513433851553/5359540298421175028949
28337373923350/73571926384299 64479815726650/73571926384299
345285491054481083433485189/896062577997551374479890000 29196945590773089082783399/40322816009889811851595050
428171973850/1110958887243 66783858350/76997150601
589727367145660317426061358900/1529956500373867796071970976831 31817222596052103427052213726701/44368738510842166086087158328099
4097566433868774699701/10617225587912871051501 7309628733514863283499/10617225587912871051501
44124286185430000/114029876713195367 85105311653831100/114029876713195367
43973365377546050/113624341574138867 50/67
683083033144301048450/1763175303097360340901 1314796160583523969850/1763175303097360340901
667054790584601906600/1720106254724142871401 1281764171040259426700/1720106254724142871401
20205403351165822057326800/51268441912069144690103199 37752887379823995065459900/51268441912069144690103199
268636947674/680976351309 424002497026/680976351309
143959587048693350/364414315996948299 320607432370956650/364414315996948299
105835115934648856191641673200/266347703031717356596083658899 194927912352816671241056163500/266347703031717356596083658899
10515656650/26449690701 23622176650/26449690701
1522904174289658/3804889931346063 9313592456528300/12501781202994207
14190413711150/35391818733567 87132318900/116804682289
169429999/422342004 50/67
226286602670000/563924345813667 1262762457600100/1691773037441001
184605345761/458463000651 1223569657550/1375389001953
3689217305549771/9157125985596829 37600576401924487/27471377956790487
20922817719095070478271800/51919663807803202723127001 42072851862901349093330200/51919663807803202723127001
1267257400974850/3142872605367897 2083551345984950/3142872605367897
372949130237510138500/919680086629878319191 748540741479823313500/919680086629878319191
17427550720317544013200/42729074545387734398799 3536393337585662663700/4747674949487526044311
150912291125875/369092204033457 10906460799619/14617513031028
42112034508200/102965445799299 50/67
2248934828537520/5496728291807683 61545730068464932/82450924377115245
158327101780099940950/386432641695189363357 1735597648608873650/1961587013681164281
2088049/5085501 11612020267/8816563567
10745178350/25941140601 23464358350/25941140601
8450/20301 50/67
3464797591900/8323823115501 6199118806700/8323823115501
101586227717138453/243820039883132592 171892209499067447/243820039883132592
4469314843721444671751/10722930488164320325404 2463750507170989249183/3574310162721440108468
6951863578799/16672884022353 11228955617101/16672884022353
10361297/24846618 1112074801/1664723406
58715202722758330366839/140799122143461192694334 14291172833322322651826150/14150311775417849865780567
171263317/410080200 2456683/4060200
1403/3350 73/150
23326691/55365852 398027/826356
2247201491/5332590501 2584654409/5332590501
10164797/24120300 16327303/24120300
4517902637142723410651/10719080596842350057898 2463313247942685915483/3573026865614116685966
104930107866438353/248929486178858298 173802303775587347/248929486178858298
3511503601900/8325957795801 6200029816700/8325957795801
229470000/544073567 1218478600/1632220701
1407933404033783200/3337602092643024499 7631609588950424600/10012806277929073497
765174492144500/1813620568796997 468719498099900/604540189598999
55146692313291800/130692566049571101 102739441971776800/130692566049571101
10538943280100/24974608946001 507180541500/640374588359
51471550486828067/121910019941566296 102087561711200633/121910019941566296
31018349/73451727 62799551/73451727
375904470180256838050/889926271785293873799 259892820711890279450/296642090595097957933
753062/1782549 1584938/1782549
23539730274495550/55714341843616433 150110336295469750/167143025530849299
10348397936650/24484635205701 22692662796950/24484635205701
372396626639477871500/880906102680433674099 833298356259006469900/880906102680433674099
3435049/8120501 24367753/24361503
43582137323/102588883924 609038277/1015731524
434690991120235000600/1020508495649730240717 201647864590394411280100/258188649399381750901401
49920583003/116777953770 5391813913099/7824122902590
348494638798638897232847/815199002945236091548776 37663708584009477662935151/54618333197330818133767992
930710788461726149/2177075423561303604 1501903167814412951/2177075423561303604
2662329077483878/6224603940882897 287590655779933474/417048464039154099
71783306220289772/167699491486246383 131466641438623900/167699491486246383
15864987365669153849/36980254781833076601 44068119508999504801/36980254781833076601
18224316680058100/42468085226059599 31619756311363300/42468085226059599
1190478530000/2773785521233 2070777553800/2773785521233
1158519921896800/2694532348655601 315232582557231800/408208311552270801
2614649/6080501 407512300/407393567
26872640985620966200/62486200499697361209 533225041195055643200/687348205496670973299
2610805632549/6068880899800 182093753603/182066426994
56579633344459900/131515001101989399 102720908143781500/131515001101989399
209174168500/486001900101 57961753330100/73626881915301
238034150939486650/552903969229969299 493128507096863350/552903969229969299
104931326223020404656200/243228083381289035014239 690318902200281124218730/891836305731393128385543
45347339/104895267 884461/1038567
113149558831066969833200/261000621534294869158599 202708025925081672491500/261000621534294869158599
5690014347438350/12848670049831401 70155630370100/63923731591201
2599682098000134029/5753261137598523336 555815859763335566479/575326113759852333600
24884429176/54951430267 6154594712891/8242714540050
113571595400/249717707103 12450824016700/16731086375901
413686844969904128736404050/908200552406349457173468019 19288968416391354851176316500/19072211600533338600642828399
110000/241203 2425448500/3248280801
1301994549/2848326001 572757774301/572513526201
1331215394059099/2911618098300801 2910889912539551/2911618098300801
11650/25301 4971800/5085501
7495029970431407256500/16250986267262382434219 331901913739826356815050/341270711612510031118599
2116323789558377/4499075778993834 1897009898624000/2249537889496917
1700657997131/3610549134216 3270095571869/3610549134216
122502500/259360551 115682500/259360551
12165156650/25422419499 21728119900/25422419499
149568327509/311236532253 11680022984101/10374551075100
66158675018200/137461086944499 114894547698350/137461086944499
887177490050/1836905808003 2293888650/2034225701
10748277203/22132668630 398549797233/494296266070
2963640950/6102677103 2297949051/2034225701
147020879957977/302637860214873 3725657949494453/3329016462363603
684740359113624311800/1370463815990062449513 318110800858493479751/318390583512842791301
149971877848299/298836748087547 6010521648447725549/6006618636559694700
562895927357845160500/1080803053242860617933 3287019756159118031500/3242409159728581853799
322386379449/613917996101 1843164553853/1841753988303
4906898109643247/9332170723172703 1331478994841279/1333167246167529
5364631/10171002 5306069/10171002
66484945/121325109 113070055/121325109
474294353/820170601 246304861703/246051180300
145016929247/249717707103 249198303353/249717707103
140447/241203 48532753/48481803
155
4  0 1 20 18
3  0 18 17
4  1 2 29 21
3  1 21 20
6  2 3 22 15 33 30
3  2 30 29
4  3 4 24 23
3  3 23 22
4  4 5 26 25
3  4 25 24
3  5 6 19
4  5 19 27 26
4  6 7 36 32
4  6 32 31 19
4  7 8 44 43
3  7 43 36
4  8 9 46 45
3  8 45 44
4  9 10 49 47
3  9 47 46
3  10 11 14
4  10 14 50 49
3  11 12 77
3  11 77 14
3  12 13 66
5  12 66 91 90 77
4  13 94 93 66
6  14 77 90 89 60 50
4  15 22 34 33
3  16 17 75
7  17 18 84 121 148 150 75
3  18 20 84
3  19 31 27
4  20 21 121 84
4  21 29 134 121
4  22 23 35 34
4  23 24 37 35
5  24 25 28 38 37
3  25 26 28
5  26 27 40 39 28
4  27 31 41 40
3  28 39 38
5  29 30 92 138 134
3  30 33 92
4  31 32 42 41
4  32 36 48 42
6  33 34 112 113 125 92
5  34 35 69 111 112
4  35 37 56 69
4  36 43 51 48
3  37 38 56
5  38 39 58 67 56
3  39 40 58
6  40 41 78 106 107 58
4  41 42 76 78
3  42 48 76
4  43 44 52 51
4  44 45 53 52
4  45 46 54 53
4  46 47 55 54
4  47 49 57 55
7  48 51 61 73 103 104 76
4  49 50 59 57
3  50 60 59
3  51 52 61
4  52 53 62 61
4  53 54 63 62
4  54 55 64 63
4  55 57 65 64
4  56 67 74 69
4  57 59 68 65
5  58 107 108 83 67
5  59 60 89 88 68
4  61 62 72 73
4  62 63 71 72
4  63 64 70 71
3  64 65 70
4  65 68 79 70
3  66 93 91
3  67 83 74
4  68 88 87 79
5  69 74 85 110 111
4  70 79 80 71
4  71 80 81 72
4  72 81 82 73
4  73 82 102 103
5  74 83 109 110 85
4  76 104 105 78
3  78 105 106
4  79 87 86 80
3  80 86 81
6  81 86 87 100 101 82
3  82 101 102
3  83 108 109
4  87 88 99 100
4  88 89 98 99
4  89 90 97 98
3  90 91 97
5  91 93 114 116 97
4  92 125 140 138
4  93 94 96 114
3  94 95 96
3  95 146 96
4  96 146 159 114
4  97 116 117 98
4  98 117 118 99
4  99 118 122 100
4  100 122 123 101
4  101 123 124 102
5  102 124 126 115 103
3  103 115 104
4  104 115 120 105
5  105 120 129 132 106
3  106 132 107
5  107 132 129 144 108
5  108 144 147 130 109
3  109 130 110
6  110 130 145 143 135 111
3  111 135 112
5  112 135 142 127 113
3  113 127 125
7  114 159 151 139 137 119 116
4  115 126 128 120
3  116 119 117
3  117 119 118
4  118 119 137 122
3  120 128 129
3  121 134 148
4  122 137 136 123
4  123 136 131 124
3  124 131 126
4  125 127 141 140
4  126 131 133 128
3  127 142 141
5  128 133 149 144 129
3  130 147 145
4  131 136 139 133
4  133 139 151 149
5  134 138 156 153 148
3  135 143 142
3  136 137 139
4  138 140 155 156
4  140 141 154 155
4  141 142 143 154
5  143 145 160 158 154
3  144 149 147
5  145 147 149 151 160
3  148 153 150
5  150 153 161 163 152
4  153 156 157 161
4  154 158 157 155
3  155 157 156
4  157 158 162 161
3  158 160 162
3  161 162 163
