151
3119273801/529514625 5865200209/6883690125
196365155625617/30776296165680 6105884588497/7694074041420
4462271213/697962720 290599702/370792695
274275879263/42863537145 12149681623/15586740780
3295116637/514780305 402498118/514780305
202240484486479/31568773960035 42947028289/54522925665
3309909463/514780305 7238611/9577308
55143524743/8572707429 33193366198/42863537145
15548219560943/2416764238317 3147917091283/4027940397195
506451300041/78665613585 129355150463/157331227170
12218669650723/1897496111745 346605463463/421665802610
725520307/112664565 123773419/150219420
31661093597/4911978240 67218811/81866304
4162030610519/644435243985 495063298246/644435243985
97625487751/15096723720 1830607243/2516120620
1158066822615407/178990345126905 138399628430273/178990345126905
98337407038654/15181529634375 136632722880289/182178355612500
1146793240023107/176883301452000 71630727643006/93969253896375
157026893906893/24207301950000 4656366709181/6051825487500
1067967755137/164609981250 84689491919/109739987500
14128373396479/2177341115625 189034256367/241926790625
1947668763222323/299963356996875 230369344325339/299963356996875
23010224597966/3540549553125 3471185757959/4720732737500
463838908379114216696/71328569739743671875 635269879444171785311/855942836876924062500
99565534098777576/15308039777415515 35236164947952419/45924119332246545
322057858479941/49496095997608 141968941785077/185610359991030
64393572325703207/9892246699817625 2492999024543442/3297415566605875
497982743/76495185 80629007/101993580
20521884312151223987/3152262453194765625 2381636756687905616/3152262453194765625
40912013999/6284124405 14249330522/18852373215
45215133026797/6942870705459 26369273318993/34714353527295
132135240463106/20285513657695 59950264195567/81142054630780
5690990273767397/873601631491875 666675028437371/873601631491875
160950929798722243/24704547602109375 37762444865039173/49409095204218750
1950275077/299290875 688323383/897872625
14907904534621/2287627753125 1753646579603/2287627753125
6201813467974591/951637258284375 728694999961313/951637258284375
5672426710792997/870324396410625 1329119751618467/1740648792821250
5203976536090819/798406480096875 67627363406563/88711831121875
6748414954913/1035238904076 975524190938/1294048630095
1986624447524688512/304748810531953125 232591380363252691/304748810531953125
2682304820763241/411402243866250 1097040202870733/1439907853531875
83915174857/12869507625 9696333526/12869507625
169991450566068938967/26063827046143774615 58400866023995624033/78191481138431323845
1522525726665581/233384921089125 176654229705283/233384921089125
1939810130566261/297328025678125 667959413342881/891984077034375
26689466161363/4089219424875 1036370395753/1363073141625
29496300034193737/4518892060600125 6876938490534607/9037784121200250
9651216457251329/1478569362863385 3335636226587533/4435708088590155
2156454284533/330318401010 163471476451/220212267340
3403499900408/521264940625 5567474777/7482271875
204580763103947/31326322276080 646425925871/870175618780
47749038718336/7311185239215 496699317259/664653203565
139090491019631/21295722420375 16298073444433/21295722420375
1032256613844823748009/158034358525363125000 14739257603488851389/19754294815670390625
161282649860009/24684527400000 382412435669/514260987500
207146180981464013/31701553430867645 72148397988544871/95104660292602935
1190332932185518463/182159244739924985 829470177494232199/1092955468439549910
9537025086444640649/1459190676808113405 2208691393464078359/2918381353616226810
190172507752343293/29094803522162625 2320674532080433/3062610897069750
33004071559336393/5049329476950000 4147167846212951/5470106933362500
494230814111423/75612354675000 1208654450989/1594236393750
24013493320741/3673795490625 5572530799651/7347590981250
435746382593164/66663622509185 151615733457863/199990867527555
307627471961408/47062149106635 35690164896989/47062149106635
4466254051/682997125 3128369267/4097982750
2405369968897/367828485375 281254226521/367828485375
736938967/112664565 2913487027/3755485500
587661147324/89821428125 203913672971/269464284375
55018015301/8381784450 4195681787/5587856300
8886991937231/1353716570895 1017537560831/1353716570895
161522470549/24599250000 3593960259/4783187500
13774157249/2096512080 3915543/5138510
1604768260684/244147392255 370611391073/488294784510
3226765441/490837035 744010453/981674070
325593197/49526490 25095323/33017660
142
3  0 4 5
4  0 5 6 2
5  1 3 8 11 9
3  1 2 3
4  2 6 7 3
3  3 7 8
4  4 19 17 16
5  4 16 15 10 5
3  5 10 6
5  6 10 14 12 7
4  7 12 11 8
5  9 11 13 31 41
3  10 15 14
3  11 12 13
5  12 14 21 22 13
3  13 22 31
4  14 15 20 21
4  15 16 18 20
3  16 17 18
3  17 19 23
4  17 23 26 18
5  18 26 27 24 20
6  20 24 28 30 25 21
3  21 25 22
5  22 25 32 34 31
3  23 29 26
3  24 27 28
3  25 30 32
4  26 29 36 27
5  27 36 37 33 28
3  28 33 30
4  29 54 40 36
5  30 33 38 39 32
5  31 34 35 43 41
5  32 39 45 44 34
3  33 37 38
4  34 44 43 35
3  36 40 37
6  37 40 50 49 42 38
3  38 42 39
4  39 42 47 45
4  40 54 56 50
4  41 43 48 57
3  42 49 47
4  43 44 46 48
3  44 45 46
6  45 47 67 68 51 46
4  46 51 52 48
4  47 49 55 67
3  48 52 57
3  49 50 55
4  50 56 60 55
3  51 53 52
4  51 68 69 53
6  52 53 62 61 58 57
6  53 69 70 59 65 62
4  54 74 60 56
3  55 60 67
3  58 61 64
5  59 70 72 71 65
6  60 74 78 77 68 67
3  61 63 64
3  61 62 63
4  62 65 66 63
3  63 66 64
4  65 71 73 66
4  68 77 76 69
4  69 76 75 70
3  70 75 72
3  71 72 73
5  72 75 84 86 73
4  74 89 81 78
4  75 76 80 84
4  76 77 79 80
3  77 78 79
4  78 81 82 79
4  79 82 83 80
4  80 83 85 84
3  81 88 82
5  81 89 91 92 88
4  82 88 90 83
5  83 90 95 87 85
3  84 85 86
3  85 87 86
3  87 95 102
4  88 92 93 90
3  89 97 91
5  90 93 94 99 95
5  91 98 103 101 92
3  91 97 98
4  92 101 96 93
3  93 96 94
4  94 96 100 99
6  95 99 108 109 110 102
5  96 101 104 105 100
3  97 106 98
4  98 106 118 103
4  99 100 107 108
3  100 105 107
3  101 103 104
4  102 110 128 142
5  103 118 120 114 104
3  104 114 105
5  105 114 117 113 107
3  106 124 118
4  107 113 112 108
4  108 112 111 109
3  109 111 110
5  110 111 115 122 128
3  111 112 115
4  112 113 116 115
4  113 117 119 116
5  114 120 123 119 117
4  115 116 121 122
3  116 119 121
4  118 124 125 120
4  119 123 131 121
4  120 125 127 123
4  121 131 132 122
5  122 132 140 141 128
5  123 127 133 135 131
3  124 126 125
4  125 126 129 127
3  126 130 129
3  127 129 133
3  128 141 142
4  129 130 134 133
5  130 144 143 138 134
4  131 135 137 132
4  132 137 139 140
4  133 134 136 135
3  134 138 136
3  135 136 137
4  136 138 139 137
3  138 143 139
7  139 143 145 148 147 141 140
3  141 147 142
3  143 144 145
3  144 146 145
4  145 146 149 148
3  147 148 150
3  148 149 150
