263
479/2628 1015/5256
10970120473/45066116739 352598875/2146005559
133696571/548474301 51962515/182824767
523811/2147217 1063622/2147217
169153400643211/692953588814121 521320919636213/1385907177628242
2909154245/11908436679 1823326703/3969478893
141/577 287/577
1430171126021397132/5851532994630823229 13176187009274536955/35109197967784939374
176365299248/721375230201 3525121095045/12503837323484
655721725202198/2680278929783325 1344184634614973/3573705239711100
657420616540975/2682036656685891 133121105984962/894012218895297
53342083489/216818546427 1686406711/3441564229
13693540664/55652774709 15600860575/31801585548
451718768/1834217799 3627900539/7336871196
80701/327631 486775/982893
68367780281/277484364453 239131585427/832453093359
117535577/475085439 704150687/1425256317
48403180289/195355551087 2713840163278/6446733185871
617478696900526/2491105531632807 5612438275761865/19928844253062456
3190292715733/12859891399800 1172967834361/3214972849950
819816811/3304516122 1191759305/4406021496
64839377299034/260650462697403 18450604836335/86883487565801
1766702023679/7090890403133 8584780085095/21272671209399
24410807/97231377 142932785/291694131
171320869/682357215 735619147/2729428860
387305868701/1542577168959 3014170017613/6170308675836
10849735259/43176180973 182949475489/388585628757
1274936470615543/5067395928389565 229905553794629/563043992043285
18944021269/75217972659 95634544120/225653917977
69656577455/276515080521 115952929754/276515080521
289007786122/1147010628303 156269471524/1147010628303
36565014164605/145081422230331 415545023207933/1015569955612317
32513716223/129000692145 315931962793/774004152870
36857377/146225967 357044375/877355802
3357068104809415/13315868703081183 42885171025096111/106526949624649464
64575831319/255813813817 1730189752631/4604648648706
6577128703/26042665401 28582517066/78127996203
118282694401/468033185919 768028727831/2184154867622
1090943/4314225 1302952813/3194252190
2569855/10162129 61847183/182918322
3938657849/15571959043 22794518219/46715877129
417217043/1649271621 1637952626/4947814863
5749246958584295/22723560817922913 7451289575595467/22723560817922913
11559564880267436/45682248753432257 46553498168819015/182728995013729028
14967568219231/59067146294601 52344059912575/177201438883803
309060609186293777/1218927588020995410 1325156538661495819/3250473568055987760
5059903285589/19954594886496 29918129502711/106424506061312
57833355126305/227940958375971 4151650473949/15453624296676
7157821885/28198581207 87657923041/338382974484
503801936577230092/1984424532327115563 2704831656791898133/10583597505744616336
97675897/384670047 32309805/128223349
70450255761371/277384714932992 2724148308802865/6657233158391808
159689815/628244257 1301067982/5654198313
1001375/3936561 561581/2624374
12363430268597/48579336757617 20430470936614/145738010272851
1185610008368453/4658327685857427 944150344598041/4658327685857427
79909233619835350628/313888360851812590071 214481443878288749065/837035628938166906856
35324351046287869/138592243380737211 71627777010837409/415776730142211633
1670216167/6550326583 540625707701/3301364597832
321745582617542/1261215883371993 21659510510027233/141256178937663216
1712619726787/6712114663800 13163758363/39953063475
8770100460380537/34358664046437903 14570505751962782/103075992139313709
12719657/49827423 20847782/149482269
201209264/784905405 327769993/784905405
421873297/1633943163 2363312611/4901829489
5390752453/20804230575 13873892483/41608461150
1124376177883971809/4334301103462616208 90098919596863870/270893818966413513
10149793625/39063030597 4334751421/13021010199
3093855719/11901722013 14859633170/35705166039
26243/100881 710/3057
368562311/1415500605 229173109/471833535
912387/3497791 665402/2861829
4330651/16523205 24216071/49569615
52661874865/200759524992 301160903243/928512803088
19296989062131243099676/73085600042909481178557 615536843515183322995/2320177779139983529478
2719/10263 135/622
42673227593122203133/160386032723138634105 2819188621716103586/17820670302570959345
271612048881707/1017413799674400 1463969291389939/4705538823494100
55128719/202501296 11004043/34687722
132145691154517/484706885444585 734709945551794/4362361969001265
1242694375037/4538726289610 3477007224817/20424268303245
35865961/130150125 13930291/43383375
7679/27765 4741/9255
12641803155892/45429765727935 8448094065569/30286510485290
17713158686809876/62037642483631797 32049338999488705/124075284967263594
84307/292617 30325/67527
149220161147/516467874663 193133883130/516467874663
282315378539/970846960788 118108209445/485423480394
3250128023/10951155931 14866985245/65706935586
28633/93603 44186/93603
695101238/2241153099 186980984/747051033
5247790059/16748284135 126034904599/703427933670
161500298158619/513990018007875 63855756987211/171330006002625
1202449/3789945 1916818/3789945
657710396155/2056274228763 255271464037/685424742921
55/168 15/28
2321146098417539/7082485542683964 32259305694581/84315304079571
193502657380302097/589404702043246635 10750221244645589/28066890573487935
116352489697/353840016915 19352415238/50548573845
26034964719851/79171983293145 90931489245199/237515949879435
11079322739561/33691307260500 74993009009/195879693375
880149183232931/2665667376041868 85389305699047/222138948003489
26508461608/79636060279 277741228283/716724542511
14284120058/42780685065 16560959891/42780685065
10453484282/30906626781 36506167859/92719880343
35837289407/105720052437 5310528862/13789572057
5495525285081/16158546026543 18985836107567/48475638079629
273179143/798281685 302096624/798281685
12026/35067 159655/666273
2658896243023/7734095452935 8891647925728/23202286358805
27865843/80807310 46838156/121210965
72167/207945 54814/207945
95/271 646/2439
324086/907933 39823370/155256543
26866/74883 232465/898596
729106/1972767 1608160/5918301
4708/12735 59854/241965
4366283/11779515 2942254/11779515
265/711 353/1422
1056361237/2790067425 3093077852/8370202275
22418911/58799295 5408434/19599765
265711/692721 191726/692721
14377774/36950625 870592714/2948659875
1856813/4738176 135820385/454864896
1096761838/2722146915 1191282001/2722146915
180613/436635 466018/1309905
378029/899685 330623/899685
401302349/954025451 4200878791/8586229059
72357209525242/171330006002625 211295906158357/513990018007875
147426259/345963105 168961723/345963105
1954055/4581486 1136351/2290743
79788562/184264079 577369585/1658376711
23658364482/52363326419 4892997973555/13195558257588
1895/4131 1996/4131
290541994/601931865 65937681/200643955
16665930194/33872865717 32099409688/101618597151
376727/747381 717994/2242143
16547326/32318427 3108645/10772809
172120354/335069823 895363505/2010418938
24811403182/48279637839 5091186015/16093212613
5494318/10680381 1153360/3560127
453693412/868597299 254449355/579064866
160930/307383 46850/102461
746/1347 135/449
3581/6057 710/2019
1146763/1877211 236830/625737
2027/3219 3530/9657
185/291 40/97
252
6  0 4 5 8 10 1
3  0 2 4
3  1 6 3
4  1 10 12 6
3  2 7 4
5  2 17 15 9 7
5  3 28 27 21 18
5  3 6 23 31 28
4  4 7 8 5
3  6 12 23
3  7 9 8
4  8 9 11 10
4  9 15 14 11
4  10 11 13 12
3  11 14 13
5  12 13 35 32 23
5  13 14 16 39 35
3  14 15 16
4  15 17 29 16
4  16 29 40 39
4  17 43 42 29
3  18 20 19
3  18 21 20
3  19 24 22
4  19 20 25 24
4  20 21 26 25
3  21 27 26
4  22 46 45 30
4  22 24 82 46
3  23 32 31
5  24 25 83 89 82
4  25 26 78 83
5  26 27 44 76 78
3  27 28 44
5  28 31 64 65 44
3  29 42 40
4  30 41 37 33
3  30 45 41
4  31 32 62 64
4  32 35 60 62
3  33 36 34
3  33 37 36
3  34 49 38
5  34 36 63 67 49
5  35 39 50 58 60
5  36 37 48 53 63
3  37 41 48
5  38 52 77 79 59
3  38 49 52
3  39 40 50
5  40 42 56 57 50
5  41 45 47 51 48
4  42 43 55 56
3  43 54 55
3  44 65 76
3  45 46 47
7  46 82 90 91 68 69 47
4  47 69 70 51
3  48 51 53
5  49 67 74 75 52
3  50 57 58
4  51 70 71 53
3  52 75 77
4  53 71 72 63
4  54 85 61 55
4  54 101 107 85
3  55 61 56
4  56 61 116 57
6  57 116 114 173 172 58
5  58 172 170 136 60
4  59 80 84 66
3  59 79 80
4  60 136 109 62
4  61 85 114 116
4  62 109 81 64
4  63 72 73 67
3  64 81 65
6  65 81 158 135 87 76
4  66 120 126 115
4  66 84 113 120
3  67 73 74
3  68 88 69
4  68 91 94 88
4  69 88 93 70
5  70 93 96 99 71
4  71 99 100 72
3  72 100 73
5  73 100 102 86 74
3  74 86 75
6  75 86 103 104 98 77
3  76 87 78
3  77 98 79
4  78 87 112 83
7  79 98 106 110 92 84 80
5  81 109 167 165 158
3  82 89 90
4  83 112 117 89
4  84 92 111 113
3  85 107 114
3  86 102 103
4  87 135 123 112
4  88 94 95 93
5  89 117 130 97 90
3  90 97 91
5  91 97 157 156 94
3  92 110 111
3  93 95 96
4  94 156 154 95
6  95 154 152 134 108 96
3  96 108 99
4  97 130 159 157
3  98 104 106
6  99 108 122 119 102 100
3  101 125 107
4  101 145 169 125
4  102 119 105 103
3  103 105 104
4  104 105 137 106
6  105 119 124 149 148 137
4  106 137 142 110
5  107 125 174 173 114
3  108 134 122
4  109 136 168 167
6  110 142 146 144 132 111
3  111 132 113
3  112 123 117
5  113 132 143 141 120
4  115 127 128 118
3  115 126 127
4  117 123 133 130
3  118 129 121
3  118 128 129
3  119 122 124
4  120 141 140 126
5  121 129 131 187 197
5  122 134 151 150 124
4  123 135 139 133
3  124 150 149
4  125 169 176 174
4  126 140 138 127
4  127 138 131 128
3  128 131 129
4  130 133 161 159
5  131 138 155 185 187
3  132 144 143
4  133 139 162 161
3  134 152 151
5  135 158 164 163 139
3  136 170 168
4  137 148 147 142
3  138 140 155
3  139 163 162
4  140 141 179 155
4  141 143 200 179
3  142 147 146
5  143 144 178 183 200
3  144 146 178
3  145 177 169
5  146 147 153 166 178
3  147 148 153
4  148 149 160 153
6  149 150 201 211 212 160
3  150 151 201
6  151 152 180 182 207 201
3  152 154 180
3  153 160 166
5  154 156 175 181 180
3  155 179 185
3  156 157 175
5  157 159 192 188 175
3  158 165 164
4  159 161 198 192
6  160 212 216 217 183 166
4  161 162 189 198
4  162 163 171 189
3  163 164 171
5  164 165 184 186 171
3  165 167 184
3  166 183 178
4  167 168 190 184
7  168 170 195 194 206 203 190
3  169 177 176
3  170 172 195
5  171 186 202 199 189
4  172 173 194 195
4  173 174 191 194
3  174 176 191
3  175 188 181
7  179 200 219 242 208 204 185
3  180 181 182
5  181 188 193 196 182
4  182 196 209 207
4  183 217 219 200
3  184 190 186
3  185 204 187
4  186 190 203 202
4  187 204 208 197
3  188 192 193
3  189 199 198
3  191 206 194
6  192 198 199 205 226 193
4  193 226 227 196
7  196 227 230 237 240 234 209
3  197 208 210
3  199 202 205
3  201 207 211
4  202 203 223 205
4  205 223 228 226
5  207 209 214 213 211
4  208 242 245 210
5  209 234 224 222 214
3  211 213 212
4  212 213 215 216
3  213 214 215
5  214 222 224 220 215
4  215 220 218 216
3  216 218 217
4  217 218 221 219
4  218 220 225 221
6  219 221 239 243 244 242
3  220 224 225
7  221 225 224 234 241 243 239
3  223 231 228
4  226 228 229 227
3  227 229 230
4  228 231 232 229
4  229 232 235 230
3  230 235 237
3  231 233 232
4  232 233 236 235
4  233 252 250 236
6  234 240 246 247 243 241
4  235 236 238 237
5  236 250 249 246 238
3  237 238 240
3  238 246 240
3  242 244 245
5  243 247 253 248 244
3  244 248 245
3  246 249 247
6  247 249 251 255 256 253
3  248 253 257
3  249 250 251
4  250 252 254 251
3  251 254 255
3  252 258 254
3  253 256 257
4  254 258 259 255
4  255 259 260 256
4  256 260 262 257
3  259 261 260
3  260 261 262
