257
2029/3180 961/9540
247477/220348 -387575/2423828
3616981/3219580 -14913/111020
409/364 -61/364
12044053/10711844 -87119/973804
59526743/52936780 -4730711/52936780
213079/189460 -29923/189460
15396751/13673140 -1982587/13673140
20401/18100 -1457/18100
12383/10985 -5879/43940
49571/43940 -74197/483340
72479/64220 -7793/64220
14209/12580 -1423/12580
525407/465140 -74079/465140
855413/756040 -35923/378020
7649/6760 -319/3380
238150301/210236260 -17370527/210236260
1473/1300 -283/3900
9309987/8214700 -150146/2053675
1254223/1106300 -40193/553150
1808973/1595620 -117951/1595620
697673/615316 -44723/615316
144434383/127382060 -9231901/127382060
4037/3560 -127/1780
1033924/911755 -1839/43940
2143529/1889420 -169359/944710
9981/8788 -483/8788
334761/294580 -6401/80340
28783687/25316530 -2219063/50633060
2725/2396 -97/2396
33115/29068 -3841/29068
4861/4255 -9217/68080
5053/4420 -983/13260
4837/4225 -9319/67600
38197/33340 -13127/100020
50364913/43866160 -281267/5483270
12535/10912 -141/2728
319401/277940 -29737/277940
4781/4160 -53/1040
12851/11180 -567/11180
171733/149396 -7603/149396
168244579/146299660 -7685073/146299660
23/20 -63/260
23/20 -81/620
23/20 -1/20
22427/19500 -989/19500
3423958/2976935 -2528191/47630960
22491623/19553300 -3310011/19553300
605071/525980 -75457/525980
17279/15020 -793/15020
670601/582920 -38061/291460
237313/206284 -26829/206284
252751/219700 -27507/219700
151651/131820 -16397/131820
808843/703040 -19339/175760
116361/101140 -11107/101140
167513/145600 -3929/36400
355973/309400 -15643/154700
292887/254540 -2549/23140
3291/2860 -157/2860
389/338 -337/2704
1017599/882700 -96743/882700
1963/1702 -1715/13616
958901/831220 -93497/831220
2027/1755 -30181/252720
46561/40300 -14381/120900
48999/42380 -1193/9780
1662059/1437540 -526079/4312620
5937/5135 -30067/246480
379607/327860 -37969/327860
1961411/1693900 -217527/1693900
1408721/1216280 -236273/1824420
3037/2620 -299/2620
124007/106940 -13829/106940
2899/2500 -293/2500
91957/79300 -92291/713700
603/520 -269/2080
5551/4780 -617/4780
8783/7540 -1161/7540
467349/401180 -126981/802360
11207/9620 -1539/9620
1049/900 -143/900
246
3  0 3 1
4  0 2 4 3
4  1 3 6 12
3  2 5 4
5  3 4 9 10 6
4  4 5 8 9
3  5 7 8
3  6 11 12
3  6 10 11
4  7 17 16 8
3  7 18 17
4  8 16 15 9
4  9 15 14 10
4  10 14 13 11
3  11 13 12
5  13 14 19 29 30
3  14 15 19
6  15 16 23 27 28 19
4  16 17 22 23
4  17 18 20 22
5  18 21 24 22 20
3  19 28 29
4  21 35 64 24
3  21 26 35
4  22 24 25 23
3  23 25 27
5  24 64 62 39 25
5  25 39 43 38 27
3  26 44 35
6  27 38 37 34 33 28
4  28 33 31 29
3  29 31 30
3  30 31 32
4  31 33 34 32
3  32 34 36
3  34 37 36
7  35 44 106 75 72 62 64
4  36 37 40 41
3  37 38 40
5  38 43 45 42 40
3  39 57 43
4  39 62 61 57
3  40 42 41
6  41 42 46 49 48 47
3  42 45 46
5  43 57 59 55 45
8  44 217 200 142 123 117 75 106
4  45 55 54 46
4  46 54 53 49
3  47 48 51
3  48 50 51
3  48 49 50
4  49 53 52 50
3  50 52 51
4  52 53 56 76
3  53 54 56
7  54 55 66 67 65 58 56
3  55 59 66
6  56 58 60 63 86 76
3  57 61 59
5  58 65 82 83 63
3  58 63 60
8  59 61 73 87 85 69 68 66
4  61 62 72 73
3  63 83 86
4  65 77 81 82
3  65 67 77
3  66 68 67
6  67 68 70 79 80 77
3  68 69 70
3  69 71 70
5  69 85 89 90 71
4  70 71 78 79
4  71 90 96 78
3  72 74 73
3  72 75 74
4  73 74 101 87
6  74 75 117 107 105 101
4  76 86 97 104
3  77 80 81
5  78 108 109 84 79
3  78 96 108
3  79 84 80
5  80 84 93 91 81
3  81 91 82
4  82 91 92 83
4  83 92 97 86
6  84 109 111 103 95 93
3  85 88 89
3  85 87 88
5  87 101 115 102 88
4  88 102 99 89
3  89 99 90
5  90 99 133 134 96
4  91 93 94 92
4  92 94 98 97
3  93 95 94
4  94 95 100 98
3  95 103 100
4  96 134 113 108
3  97 98 104
4  98 100 114 104
5  99 102 122 132 133
4  100 103 112 114
5  101 105 116 118 115
3  102 115 122
3  103 111 112
3  105 110 116
3  105 107 110
4  107 121 120 110
5  107 117 124 125 121
3  108 113 109
3  109 113 111
4  110 120 119 116
7  111 113 134 133 136 139 112
4  112 139 141 114
4  115 118 128 122
3  116 119 118
3  117 123 124
5  118 119 129 130 128
4  119 120 127 129
4  120 121 126 127
3  121 125 126
4  122 128 131 132
5  123 142 168 138 124
3  124 138 125
10  125 138 172 171 164 152 155 156 150 126
4  126 150 149 127
5  127 149 148 135 129
3  128 130 131
3  129 135 130
6  130 135 144 143 137 131
4  131 137 136 132
3  132 136 133
4  135 148 147 144
4  136 137 140 139
3  137 143 140
4  138 168 176 172
3  139 140 141
5  140 143 145 146 141
5  142 200 188 178 168
3  143 144 145
4  144 147 146 145
4  146 147 151 154
3  147 148 151
5  148 149 160 158 151
4  149 150 162 160
4  150 156 165 162
3  151 158 154
3  152 153 155
4  152 164 161 153
4  153 159 157 155
3  153 161 159
4  154 158 199 204
3  155 157 156
5  156 157 163 166 165
3  157 159 163
3  158 160 199
5  159 161 169 167 163
5  160 162 201 203 199
4  161 164 170 169
7  162 165 173 183 192 198 201
3  163 167 166
3  164 171 170
4  165 166 174 173
4  166 167 179 174
5  167 169 187 189 179
3  168 178 176
4  169 170 186 187
5  170 171 177 184 186
3  171 172 177
5  172 176 181 182 177
3  173 175 183
3  173 174 175
4  174 179 180 175
6  175 180 191 195 193 183
3  176 178 181
3  177 182 184
4  178 188 185 181
4  179 189 190 180
3  180 190 191
3  181 185 182
5  182 185 206 205 184
3  183 193 192
3  184 205 186
4  185 188 208 206
6  186 205 209 227 228 187
4  187 228 229 189
5  188 200 222 223 208
5  189 229 230 212 190
4  190 212 202 191
3  191 202 195
4  192 194 197 198
3  192 193 194
4  193 195 196 194
3  194 196 197
4  195 202 207 196
6  196 207 232 234 221 197
5  197 221 216 211 198
4  198 211 210 201
3  199 203 204
3  200 217 222
3  201 210 203
5  202 212 231 232 207
6  203 210 213 214 219 204
3  205 206 209
4  206 208 218 209
4  208 223 225 218
4  209 218 226 227
3  210 211 213
4  211 216 215 213
3  212 230 231
3  213 215 214
3  214 220 219
3  214 215 220
4  215 216 224 220
3  216 221 224
3  218 225 226
3  221 234 224
4  222 255 254 223
5  223 254 253 246 225
5  225 246 245 237 226
4  226 237 235 227
3  227 235 228
5  228 235 239 233 229
3  229 233 230
5  230 233 238 236 231
3  231 236 232
4  232 236 247 234
4  233 239 240 238
5  235 237 242 241 239
4  236 238 244 247
3  237 245 242
3  238 240 244
3  239 241 240
5  240 241 243 249 244
3  241 242 243
5  242 245 248 250 243
4  243 250 252 249
3  244 249 247
3  245 246 248
5  246 253 252 251 248
3  248 251 250
3  250 251 252
3  253 254 256
3  254 255 256
