196
2393/11050 787/1105
4  4 45 48 24
5  4 17 29 44 45
5  5 6 15 26 17
5  6 7 18 20 15
3  7 9 18
3  8 11 10
3  8 10 9
5  9 10 19 21 18
4  10 11 13 19
3  11 12 13
3  12 14 13
3  12 16 14
5  13 14 30 31 19
4  14 16 27 30
5  15 20 41 42 26
3  16 23 27
3  17 26 29
4  18 21 25 20
4  19 31 32 21
4  20 25 40 41
5  21 32 38 39 25
3  22 28 23
5  23 28 76 68 27
3  24 48 49
3  25 39 40
4  26 42 43 29
8  27 68 70 69 34 35 33 30
3  29 43 44
3  30 33 31
5  31 33 36 37 32
3  32 37 38
3  33 35 36
4  34 61 53 35
3  34 69 61
4  35 53 46 36
3  36 46 37
6  37 46 78 81 47 38
3  38 47 39
4  39 47 51 40
4  40 51 52 41
4  41 52 55 42
4  42 55 57 43
5  43 57 59 50 44
3  44 50 45
4  45 50 54 48
5  46 53 67 73 78
6  47 81 86 62 56 51
4  48 54 64 49
5  49 64 66 99 107
4  50 59 60 54
3  51 56 52
4  52 56 58 55
3  53 61 67
4  54 60 65 64
4  55 58 74 57
3  56 62 58
5  57 74 79 63 59
5  58 62 84 83 74
3  59 63 60
5  60 63 90 91 65
5  61 69 71 72 67
4  62 86 92 84
3  63 79 90
3  64 65 66
4  65 91 99 66
3  67 72 73
3  68 75 70
4  68 76 82 75
3  69 70 71
4  70 75 77 71
4  71 77 80 72
4  72 80 85 73
4  73 85 89 78
3  74 83 79
6  75 82 114 94 88 77
3  76 110 82
3  77 88 80
4  78 89 96 81
7  79 83 87 98 100 93 90
4  80 88 94 85
4  81 96 102 86
4  82 110 136 114
3  83 84 87
4  84 92 95 87
4  85 94 97 89
5  86 102 108 117 92
3  87 95 98
4  89 97 101 96
3  90 93 91
5  91 93 103 106 99
4  92 117 125 95
3  93 100 103
4  94 114 118 97
5  95 125 127 104 98
4  96 101 105 102
5  97 118 124 122 101
3  98 104 100
4  99 106 109 107
5  100 104 121 120 103
3  101 122 105
3  102 105 108
3  103 120 106
4  104 127 132 121
6  105 122 126 144 119 108
6  106 120 123 128 116 109
3  107 109 111
3  108 119 117
4  109 116 113 111
4  110 157 142 136
3  111 113 112
3  112 113 115
9  113 116 143 149 150 154 179 180 115
5  114 136 137 133 118
4  115 180 181 164
3  116 128 143
5  117 119 131 129 125
3  118 133 124
5  119 144 148 156 131
3  120 121 123
5  121 132 134 130 123
3  122 124 126
3  123 130 128
5  124 133 139 140 126
3  125 129 127
4  126 140 145 144
6  127 129 135 146 141 132
4  128 130 138 143
3  129 131 135
3  130 134 138
5  131 156 162 160 135
3  132 141 134
3  133 137 139
7  134 141 147 152 151 149 138
4  135 160 159 146
3  136 142 137
6  137 142 183 172 171 139
3  138 149 143
4  139 171 170 140
4  140 170 168 145
3  141 146 147
4  142 157 185 183
3  144 145 148
5  145 168 166 163 148
4  146 159 158 147
3  147 158 152
3  148 163 156
3  149 151 150
4  150 151 153 154
3  151 152 153
5  152 158 161 155 153
3  153 155 154
4  154 155 178 179
4  155 161 177 178
4  156 163 165 162
5  157 193 191 186 185
7  158 159 167 162 165 169 161
3  159 160 167
3  160 162 167
4  161 169 176 177
3  163 166 165
3  164 181 182
5  165 166 174 175 169
4  166 168 173 174
4  168 170 172 173
3  169 175 176
3  170 171 172
4  172 183 184 173
6  173 184 186 189 187 174
3  174 187 175
5  175 187 190 192 176
3  176 192 177
3  177 192 178
3  179 188 180
3  180 188 181
3  183 185 184
3  184 185 186
3  186 191 189
3  187 189 190
4  189 191 194 190
4  191 193 195 194
