318
2209/3720 40/31
4  50 53 56 54
3  51 58 53
5  52 59 75 74 64
4  53 58 72 56
3  54 56 57
3  55 109 73
7  56 72 99 98 96 79 57
3  57 79 60
4  58 61 85 72
3  59 78 75
5  60 79 91 83 63
4  61 70 94 85
4  62 66 68 69
4  63 83 71 65
3  64 74 70
3  65 71 67
3  66 67 68
5  67 71 84 82 68
4  68 82 80 69
3  69 80 76
5  70 74 77 100 94
4  71 83 89 84
4  72 85 103 99
5  73 109 144 170 153
3  74 75 77
4  75 78 88 77
4  76 80 113 111
4  77 88 112 100
5  78 86 115 118 88
4  79 96 95 91
5  80 82 121 138 113
3  81 87 86
5  82 84 107 116 121
4  83 91 92 89
3  84 89 107
4  85 94 104 103
5  86 87 93 102 115
3  87 90 93
5  88 118 125 123 112
4  89 92 110 107
7  90 101 140 124 106 97 93
3  91 95 92
5  92 95 98 158 110
3  93 97 102
4  94 100 105 104
3  95 96 98
3  97 106 102
5  98 99 159 163 158
4  99 103 108 159
4  100 112 117 105
4  101 208 156 140
5  102 106 122 120 115
3  103 104 108
4  104 105 119 108
7  105 117 148 189 194 186 119
3  106 124 122
3  107 110 116
6  108 119 179 178 164 159
3  109 142 144
8  110 158 168 175 174 151 134 116
3  111 113 114
3  112 123 117
5  113 138 157 155 114
3  114 155 142
3  115 120 118
3  116 134 121
4  117 123 126 148
4  118 120 127 125
3  119 186 179
4  120 122 128 127
4  121 134 146 138
4  122 124 130 128
3  123 125 126
6  124 140 143 139 131 130
5  125 127 129 132 126
5  126 132 147 160 148
3  127 128 129
6  128 130 135 136 133 129
3  129 133 132
3  130 131 135
4  131 139 137 135
4  132 133 141 147
3  133 136 141
3  134 151 146
3  135 137 136
5  136 137 149 150 141
4  137 139 145 149
5  138 146 171 169 157
3  139 143 145
3  140 156 143
4  141 150 154 147
5  142 155 161 166 144
5  143 156 226 216 145
5  144 166 167 180 170
5  145 216 212 152 149
4  146 151 172 171
4  147 154 162 160
4  148 160 165 189
3  149 152 150
6  150 152 209 207 173 154
3  151 174 172
3  152 212 209
3  153 170 183
3  153 183 303
3  154 173 162
3  155 157 161
3  156 208 226
4  157 169 167 161
3  158 163 168
3  159 164 163
3  160 162 165
3  161 167 166
5  162 173 203 199 165
5  163 164 177 176 168
3  164 178 177
4  165 199 196 189
4  167 169 185 180
3  168 176 175
4  169 171 187 185
4  170 180 210 183
4  171 172 193 187
6  172 174 181 192 200 193
3  173 207 203
3  174 175 181
4  175 176 184 181
4  176 177 188 184
5  177 178 182 190 188
3  178 179 182
5  179 186 220 206 182
5  180 185 191 218 210
4  181 184 195 192
4  182 206 202 190
4  183 210 302 303
4  184 188 197 195
3  185 187 191
5  186 194 230 228 220
5  187 193 227 224 191
4  188 190 198 197
3  189 196 194
3  190 202 198
4  191 224 223 218
4  192 195 201 200
5  193 200 217 232 227
4  194 196 236 230
4  195 197 204 201
4  196 199 241 236
4  197 198 205 204
4  198 202 213 205
4  199 203 248 241
3  200 201 217
7  201 204 211 235 238 233 217
4  202 206 215 213
5  203 207 214 254 248
3  204 205 211
5  205 213 219 235 211
4  206 220 222 215
3  207 209 214
6  208 225 285 282 280 226
4  209 212 237 214
6  210 218 221 271 301 302
5  212 216 268 260 237
3  213 215 219
4  214 237 258 254
5  215 222 245 242 219
4  216 226 280 268
3  217 233 232
3  218 223 221
4  219 242 239 235
3  220 228 222
6  221 223 229 249 266 271
5  222 228 231 246 245
3  223 224 229
4  224 227 234 229
4  227 232 244 234
3  228 230 231
3  229 234 249
4  230 236 240 231
4  231 240 250 246
4  232 233 247 244
4  233 238 265 247
4  234 244 255 249
3  235 239 238
4  236 241 243 240
3  237 260 258
6  238 239 256 263 267 265
3  239 242 256
4  240 243 252 250
4  241 248 251 243
5  242 245 253 262 256
4  243 251 257 252
4  244 247 283 255
3  245 246 253
6  246 250 277 276 269 253
4  247 265 270 283
4  248 254 259 251
3  249 255 266
4  250 252 278 277
4  251 259 261 257
4  252 257 288 278
3  253 269 262
4  254 258 264 259
7  255 283 270 297 299 274 266
3  256 262 263
5  257 261 291 292 288
6  258 260 290 291 261 264
3  259 264 261
4  260 268 289 290
5  262 269 273 272 263
3  263 272 267
3  265 267 270
3  266 274 271
6  267 272 275 296 297 270
4  268 280 287 289
3  269 276 273
4  271 274 300 301
3  272 273 275
5  273 276 279 284 275
3  274 299 300
5  275 284 281 294 296
3  276 277 279
4  277 278 281 279
5  278 288 293 294 281
3  279 281 284
4  280 282 286 287
3  282 285 286
3  286 304 287
4  287 304 307 289
3  288 292 293
4  289 307 306 290
4  290 306 295 291
3  291 295 292
5  292 295 305 298 293
3  293 298 294
5  294 298 310 308 296
4  295 306 311 305
3  296 308 297
4  297 308 309 299
4  298 305 317 310
4  299 309 313 300
5  300 313 314 312 301
3  301 312 302
3  302 312 303
4  304 311 306 307
3  305 311 317
6  308 310 315 314 313 309
3  310 317 315
3  314 315 316
