166
658703/244440 176497/244440
20462535253/6817630935 58230375397/127262444120
106034438849/35326957680 1098040147/1471956570
493320479044391/164355324059640 6520382731048/8804749503195
52420259/17453016 158617/213885
977405003759/325225220040 233094002615/336066060708
12411556409013367/4128198307202760 51254891316713/73717826914335
48923352979/16270578240 80457445/116218416
885784263757/294499112040 36511742819/49083185340
1696656119146553/563809744660680 84565357932085/112761948932136
2427020987349163381/805802342646351960 25038682040502031/40290117132317598
36821/12222 92353/244440
46011429977037349/15262794700551720 4729222801563733/7631397350275860
22235893861303/7375433609880 157552979629/210726674568
9185885243/3044117160 90140149/126838215
4114259487559/1362624954180 145469305593/227104159030
14645808313202977/4846867660220040 1894482525611369/2154163404542240
3097224235159/1024817307360 89734037863/128102163420
125605782703/41518231776 352949657/508801860
182297553437695091/60245844571402560 4307765420686673/6885239379588864
1317561495293/434898603720 328580011283/434898603720
14095159/4644360 2464589/3354260
16205143485427/5335408893024 2362657218343/3334630558140
140956937849569/46405237132440 15990971819353/21655777328472
28405962840691/9351274721880 51528720713/81551814435
110702297325405071/36402065490948360 35114120510546/55717447180023
96530680259/31717434420 576052826/881039845
95504437747/31314420760 15427444483/20130699060
22247602605031/7293328448760 271676818603/425444159511
1554342192200489197/509534609939286904 415610431021644173/545929939220664540
1937678156388011971/635087695914082600 103051519557989371/136090220553017700
9336545833160377/3058523833531320 16151051597227/25487698612761
918866565049/300929155128 182699216953/250774295940
8299958634108836903/2717400531745213580 511169814841675357/698760136734483492
5834919978168958/1910220758522671 35855743173278173/49119962362011540
14661259653849/4799408753720 2744551592287/3599556565290
181286500067156927/59344332542171600 2314660435175153/3179160671902050
8894566694317/2911016869236 10641008244841/14555084346180
2951995313876335/966121604557704 102442647215579/134183556188570
1603695552692699329/524758912198173184 201995917179105859/281120845820449920
3996179934529537/1307432822985720 349121498968715/457601488045002
25969938241/8492951400 4624339747/7431332475
2142333275119/699665245884 521205994512361/674788259363680
35375185485487289/11548985620560620 7675971253855791/11548985620560620
133764283533007122419/43636633288124665880 18135226735747219843/28052121399508713780
8503867747493241631547/2773121758130367772520 227423214659815244933/356544226045332999324
10545077906551/3438738681280 1867580707613/2579054010960
2379021547341923/775143006167880 16067888384305/22146943033368
6667299343533769/2172283127795872 2153510193080431/3491169312529080
247298947629951397/80523348229414440 7820869999578119/13420558038235740
69219702773/22526341040 711146401/1206768270
445856463007727/145044002238744 820183203225221/1087830016790580
42201985853/13713503040 101615967017/127992695040
2939316543482129/952927996977480 5140546009409371/6670495978842360
7597008559/2460791448 11059196411/14354616780
18771107519106077/6057860549311620 256592203107845/346163459960664
1293399632423023/417281459044212 3095193831638479/4172814590442120
13431156571956029/4332439489345128 8020136741696959/10831098723362820
1333626589051/430173910260 143100037627/200747824788
166731925055767/53666290794480 8036578377853/13416572698620
182765407290971/58690392522552 34636224252677/48908660435460
452502147350419/145284919168480 924403033714987/1307564272516320
80549122823285/25821796497588 19961456906579/28690884997320
4986275694125359/1595676179639430 1165136035523119/2127568239519240
10816696765683527/3460611554594040 12154581666393/20598878301155
1605033589013489/513327059948808 871120535993899/1283317649872020
142621367827/45579626820 710088167/1012880596
765979/244440 23699/24444
23139295698357223013/7382109685105207080 504128728430256901/738210968510520708
871203480344677849/277855108533770040 9149074969572367/13892755426688502
1323764362637/421406982360 139128080291/210703491180
2268225476429713/720471530835000 70981752739748/90058941354375
1155044285348189/366699893219100 563657100793369/733399786438200
1163055328823107/368713894160976 3940930773485123/5530708412414640
12773605169506271/4048453272221442 49618594157960033/80969065444428840
10784835025/3417417864 1976837659/2847848220
51868382009/16426449480 1627158993/2737741580
63175277993/19989651360 955444143/1665804280
156745/48888 30217/61110
262973/81480 13199/16296
14314/4365 31691/48888
153
3  0 1 7
3  0 3 2
4  0 7 10 3
7  1 5 4 18 27 26 7
3  1 6 5
6  2 3 13 14 8 12
4  2 12 49 63
6  3 10 24 23 9 13
3  4 17 18
6  4 5 33 32 11 17
5  5 6 73 34 33
3  6 96 73
4  7 26 25 10
3  8 14 15
5  8 15 16 36 12
5  9 22 21 19 13
3  9 23 22
3  10 25 24
4  11 30 29 17
3  11 32 30
4  12 36 48 49
3  13 19 14
7  14 19 20 31 43 69 15
8  15 69 88 85 46 47 36 16
4  17 29 28 18
3  18 28 27
3  19 21 20
3  20 21 31
4  21 22 37 31
4  22 23 40 37
4  23 24 44 40
6  24 25 35 45 51 44
3  25 26 35
6  26 27 50 52 42 35
4  27 28 41 50
4  28 29 39 41
4  29 30 38 39
4  30 32 34 38
3  31 37 43
3  32 33 34
5  34 73 86 78 38
3  35 42 45
3  36 47 48
5  37 40 61 65 43
3  38 78 39
6  39 78 86 148 134 41
3  40 44 61
7  41 134 97 80 79 59 50
4  42 52 53 45
6  43 65 68 75 90 69
5  44 51 62 66 61
4  45 53 54 51
3  46 64 47
5  46 85 84 94 64
4  47 64 82 48
5  48 82 137 101 49
3  49 101 63
6  50 59 58 57 55 52
3  51 54 62
3  52 55 53
4  53 55 56 54
7  54 56 58 60 74 71 62
3  55 57 56
3  56 57 58
3  58 59 60
4  59 79 77 60
3  60 77 74
4  61 66 67 65
4  62 71 70 66
3  63 101 152
7  64 94 105 112 123 127 82
3  65 67 68
3  66 70 67
5  67 70 72 75 68
4  69 90 91 88
3  70 71 72
4  71 74 76 72
4  72 76 81 75
3  73 96 86
4  74 77 83 76
6  75 81 103 102 92 90
4  76 83 100 81
4  77 79 95 83
4  79 80 97 95
4  81 100 111 103
3  82 127 137
5  83 95 104 109 100
3  84 85 87
5  84 87 93 98 94
4  85 88 89 87
4  86 96 163 148
3  87 89 93
4  88 91 99 89
4  89 99 106 93
3  90 92 91
4  91 92 102 99
4  93 106 108 98
3  94 98 105
3  95 97 104
8  97 134 149 144 135 126 110 104
5  98 108 115 114 105
5  99 102 107 117 106
4  100 109 113 111
6  101 137 127 138 156 152
3  102 103 107
5  103 111 128 124 107
3  104 110 109
3  105 114 112
5  106 117 119 118 108
4  107 124 121 117
3  108 118 115
4  109 110 116 113
3  110 126 116
4  111 113 129 128
4  112 114 120 123
4  113 116 130 129
3  114 115 120
6  115 118 122 136 125 120
4  116 126 133 130
3  117 121 119
3  118 119 122
5  119 121 131 132 122
3  120 125 123
3  121 124 131
4  122 132 140 136
4  123 125 138 127
6  124 128 147 146 143 131
4  125 136 139 138
3  126 135 133
4  128 129 150 147
4  129 130 154 150
5  130 133 144 159 154
3  131 143 132
5  132 143 145 142 140
3  133 135 144
4  134 148 162 149
4  136 140 141 139
5  138 139 141 157 156
3  140 142 141
4  141 142 158 157
4  142 145 160 158
3  143 146 145
7  144 149 161 162 148 163 159
5  145 146 151 153 160
3  146 147 151
4  147 150 153 151
3  149 162 161
4  150 154 155 153
3  152 156 164
7  153 155 154 159 165 158 160
3  156 157 164
4  157 158 165 164
3  159 163 165
