185
92147267851/325681095675 80360991036/108560365225
405666704167/742625646600 2210718077/6188547055
73923701562751/134985851576600 51181572427411/101239388682450
2451722671/4462657500 110643747863/185200286250
17073933326207/30892684312500 2961074385856/7723171078125
55410076003/99970953000 560219760503/999709530000
2316626681249/4172280999360 7939179054617/20861404996800
1870014196277/3360527286600 4426363241/11201757622
2085922007755229/3741284769401400 184669853907581/374128476940140
12213432538981/21786345607800 143241912203/363105760130
677748771341/1194882375000 2406649479139/3883367718750
1039647972707/1821032906250 133559512529/303505484375
144340635253/252694882200 142686328151/252694882200
136237636213/238283976600 17265088963/47656795320
5441657154083/9417142141800 172374463324/392380922575
215234996029069/371363984435400 14452320018441/30946998702950
9208493513833/15722887916550 28907877789739/62891551666200
12207311381/20834482440 11303980243/20834482440
42640353112399/72532586896200 1787201511761/3626629344810
5337195698/9003421425 46227803377/86856536100
42327428531/71082574800 23882986339/71082574800
1202381387563/2016353347500 531256211533/1008176673750
1001915676529/1675350367500 219624316832/418837591875
13957398683851/23327382613800 287232342232/583184565345
143596046783/239612775000 31644023689/59903193750
667027686291/1111642430800 88475151917/166746364620
2822409795/4695160792 47010021631/88034264850
1146971465491/1901908288800 419936822/792461787
824358119303917/1362647677252200 24775263893326/56776986552175
693629792147/1144631731200 586536928759/1144631731200
6662233021/10992860712 12166063669/22901793150
2514431/4108920 5422847/10272300
28193497897109/45879537672600 6601924886071/11469884418150
51498998113/83509275000 12157853579/20877318750
1631277156061/2632750572040 1295214102843/2632750572040
1322937/2131400 98410463/170512000
59924589/96106700 7325759/24026675
33995186652409/54132580875000 8356891600547/13533145218750
15908273599008/25322383653475 1890439819708961/3494488944179550
924693899/1469306000 36619213/55098975
11723452411/18577166580 399722489/737189150
1322937/2071775 3258239/6629680
77/120 33/50
17787/27700 69943/138500
19136471/29716300 66678779/178297800
5868467393/9101253400 8229624749/21843008160
334024764519/517048429700 19694280207/51704842970
363028767341/560824804100 6481823015869/16824744123000
261205331/402809000 9123343/24168540
1127764/1737363 1158202/1737363
391/600 19/50
39885332/61172265 167402311/262166850
192051256549/293531396745 188216859254017/305272652614800
93585459583/142941950100 13165386097/23823658350
143553437444/217911775605 1248455507503/2179117756050
3046941821/4622642925 70185965167/123270478000
31555513913/47811401100 4563136067/7968566850
551801285404/835314027555 662527958039/1193305753650
3425691/5185300 557833/1296325
912571/1377780 501709/1148150
19394270723/29262729000 4508241349/7315682250
48852727/73086900 7363653/12181150
8954548/13383585 189838753/401507550
1037586/1545325 21320479/34615280
11942299492/17643825375 186430436737/317588856750
42845/63168 1963/5120
53966578029204/79315232421875 270339368970143/475891394531250
218691456255564/321073533203125 1086957571486513/1926441199218750
4384987588/6413918375 63575276593/115450530750
103/150 17/30
473911836/652653125 211547777/652653125
174
9  0 2 3 1 9 7 15 6 23
3  1 3 5
4  1 5 10 9
3  2 4 3
5  3 4 14 12 5
5  4 8 73 19 14
3  5 12 10
3  6 15 17
5  6 17 18 67 23
4  7 9 11 13
4  7 16 20 15
3  7 13 16
3  9 10 11
9  10 12 25 28 32 22 29 21 11
3  11 21 13
3  12 14 25
5  13 21 36 33 16
5  14 19 30 27 25
4  15 20 24 17
3  16 33 20
4  17 24 26 18
3  18 26 52
8  18 52 54 69 71 80 81 67
6  19 93 85 66 35 30
4  19 73 97 93
5  20 33 43 49 24
4  21 29 37 36
3  22 32 34
4  22 34 38 29
4  24 49 50 26
3  25 27 28
4  26 50 53 52
4  27 30 31 28
4  28 31 41 32
4  29 38 39 37
3  30 35 31
4  31 35 58 41
4  32 41 46 34
4  33 36 42 43
5  34 46 55 48 38
3  35 66 58
4  36 37 40 42
3  37 39 40
3  38 48 39
7  39 48 56 57 47 44 40
3  40 44 42
5  41 58 70 65 46
4  42 44 45 43
5  43 45 60 51 49
3  44 47 45
5  45 47 59 61 60
3  46 65 55
3  47 57 59
3  48 55 56
3  49 51 50
5  50 51 63 68 53
4  51 60 62 63
3  52 53 54
4  53 68 69 54
6  55 65 83 94 88 56
4  56 88 76 57
4  57 76 72 59
4  58 66 78 70
3  59 72 61
3  60 61 62
5  61 72 91 64 62
3  62 64 63
4  63 64 74 68
7  64 91 96 90 86 79 74
3  65 70 83
3  66 85 78
3  67 81 92
4  68 74 75 69
4  69 75 77 71
5  70 78 112 98 83
3  71 77 80
5  72 76 101 100 91
3  73 103 97
3  74 79 75
4  75 79 84 77
5  76 88 105 116 101
5  77 84 87 82 80
6  78 85 95 114 118 112
3  79 86 84
3  80 82 81
4  81 82 102 92
4  82 87 110 102
3  83 98 94
4  84 86 89 87
3  85 93 95
3  86 90 89
5  87 89 109 113 110
3  88 94 105
4  89 90 99 109
3  90 96 99
3  91 100 96
3  92 102 153
5  93 97 106 107 95
6  94 98 125 129 122 105
4  95 107 111 114
5  96 100 104 119 99
3  97 103 106
4  98 112 121 125
5  99 119 126 117 109
3  100 101 104
5  101 116 135 133 104
5  102 110 124 156 153
7  103 134 127 115 111 108 106
4  104 133 131 119
3  105 122 116
3  106 108 107
3  107 108 111
3  109 117 113
3  110 113 124
3  111 115 114
3  112 118 121
5  113 117 147 151 124
4  114 115 120 118
3  115 127 120
5  116 122 132 136 135
4  117 126 146 147
4  118 120 123 121
3  119 131 126
5  120 127 159 160 123
4  121 123 128 125
3  122 129 132
5  123 160 161 142 128
3  124 151 156
4  125 128 130 129
4  126 131 140 146
4  127 134 158 159
3  128 142 130
4  129 130 137 132
5  130 142 172 148 137
4  131 133 139 140
4  132 137 143 136
4  133 135 138 139
3  134 150 158
3  135 136 138
5  136 143 145 141 138
3  137 148 143
3  138 141 139
4  139 141 144 140
5  140 144 152 149 146
3  141 145 144
3  142 161 172
6  143 148 155 152 144 145
7  146 149 154 167 169 168 147
4  147 168 166 151
7  148 172 161 164 173 157 155
3  149 152 154
7  150 184 182 176 179 162 158
4  151 166 165 156
4  152 155 157 154
4  153 156 165 163
3  154 157 167
5  157 173 176 171 167
3  158 162 159
4  159 162 164 160
3  160 164 161
4  162 179 173 164
3  165 166 174
5  166 168 170 175 174
3  167 171 169
3  168 169 170
5  169 171 181 180 170
4  170 180 178 175
4  171 176 182 181
3  173 179 176
3  174 175 177
3  175 178 177
3  178 180 183
3  180 181 183
3  181 182 183
