171
102343/147030 58943/441090
7780929950412939/7461405857530670 4003352990711107/11192108786296005
4762690809605/4562433119022 2298429045106/6843649678533
101925019659938353/97470550063593750 17451278737966373/48735275031796875
498485633/476352410 1104286999/3334466870
1153226235870293/1100927215188990 3130887656431/8737517580865
77282468971/73631543250 221055435877/662683889250
911172467/866996702 1105253675/2600990106
40460449/38461514 67108527/153846056
13354315952/12688230075 3280694451/8458820050
152336291/144382880 9145201/27071790
7039/6670 15781/46690
727835697/689628410 349505686/1034442615
18411401/17407830 53234783/156670470
1238215025/1170433238 995030697/2340866476
849254302291/802285111650 407263985918/1203427667475
72447509/68401914 19123276/34200957
5227/4930 337/986
773488170751/729000855930 1439080032493/4374005135580
24639295/23213398 32047031/69640194
237900625/223798302 30996323/74599434
22427/21080 957597/2951200
20764177/19478838 55878/170867
124137156320/116163011151 255925155467/696978066906
842009/786318 105067/262106
811088323124/755980548765 273482518223/755980548765
6552214283/6086324802 2464472263/6086324802
1063/986 1201/2958
129550729/120162566 20539230/60081283
70597021/65404474 79014193/196213422
45909517/42481062 5413943/14160354
72988321/67368909 62574225/179650424
42479167/39109826 6459715/16761354
3882539/3574250 53685797/139395750
522596/480675 495266/1442025
4720647115656985/4338886837630352 84561379109737/232440366301626
23277661562015/21347532578034 1295533503533/3557922096339
101720429562997/93248333591064 194911128579623/372993334364256
9307125/8531926 3099597/8531926
792321/726206 263577/726206
7754703/7106450 2581279/7106450
916986082075359/839789996028488 114735358144324/314921248510683
463497083/424296057 406506465/1131456152
1932227737889/1768698553154 2267572461829/5306095659462
925544645/847085304 813170843/2258894144
483/442 159/442
51338618/46976583 203332189/563718996
363803/332826 362353/998478
2239714650229/2048712760634 1120155150769/3073069140951
2937/2686 985/2686
2541588990571/2323290379150 2967504280259/6969871137450
50745940132/46379657805 16911425759/46379657805
1190674711/1087286850 47166447/120809650
377910653056/344977621131 182032197274/344977621131
47241293/43114006 50432743/129342018
271349/247622 290335/742866
60781/55318 69815/165954
265097909/241159178 154051367/361738767
397986935/359534734 271803173/539302101
4076559332/3588546507 15907394522/32296918563
1923644/1634295 1010023/1634295
80188761281231/63742692982956 6163559395451/15935673245739
169302833/133223883 150147266/399671649
10539681797/8243383980 802814191/2060845995
163
3  0 3 1
4  0 2 4 3
4  1 3 5 6
3  2 11 4
3  3 4 5
5  4 11 12 9 5
4  5 9 8 6
3  6 8 7
6  7 16 18 36 32 10
5  7 8 14 15 16
4  8 9 13 14
3  9 12 13
3  10 32 22
4  11 23 20 12
4  12 20 17 13
3  13 17 14
4  14 17 19 15
3  15 21 16
5  15 19 29 34 21
4  16 21 31 18
5  17 20 24 25 19
5  18 31 38 44 36
3  19 25 29
3  20 23 24
4  21 34 35 31
3  22 32 46
5  22 46 50 48 39
3  23 26 24
4  24 26 27 25
4  25 27 30 29
3  26 28 27
3  27 28 30
3  28 33 30
6  29 30 33 66 37 34
3  31 35 38
8  32 36 60 65 63 54 51 46
3  34 37 35
5  35 37 61 49 38
3  36 44 60
3  37 66 61
3  38 49 44
4  39 48 47 43
3  39 43 40
4  40 43 45 42
3  40 42 41
4  41 42 58 59
3  41 59 62
4  42 45 57 58
3  43 47 45
6  44 49 77 79 74 60
5  45 47 53 56 57
3  46 51 50
4  47 48 52 53
3  48 50 52
4  49 61 75 77
4  50 51 54 52
4  52 54 55 53
3  53 55 56
3  54 63 55
4  55 63 64 56
5  56 64 68 69 57
4  57 69 71 58
4  58 71 73 59
4  59 73 78 62
3  60 74 65
3  61 66 75
7  62 78 88 91 93 97 87
4  63 65 67 64
3  64 67 68
5  65 74 80 81 67
5  67 81 82 70 68
3  68 70 69
4  69 70 72 71
4  70 82 83 72
4  71 72 76 73
4  72 83 84 76
5  73 76 85 86 78
3  74 79 80
4  75 128 111 77
3  76 84 85
4  77 111 106 79
3  78 86 88
4  79 106 90 80
4  80 90 89 81
3  81 89 82
5  82 89 94 95 83
4  83 95 100 84
5  84 100 101 92 85
4  85 92 91 86
3  86 91 88
3  87 97 98
4  87 98 144 123
3  89 90 94
5  90 106 109 96 94
3  91 92 93
6  92 101 103 116 99 93
3  93 99 97
3  94 96 95
5  95 96 108 102 100
5  96 109 117 118 108
4  97 99 114 98
7  98 114 121 115 107 165 144
5  99 116 131 127 114
3  100 102 101
4  101 102 104 103
4  102 108 110 104
3  103 104 105
4  103 105 130 116
4  104 110 112 105
4  105 112 132 130
4  106 111 113 109
5  107 126 150 164 165
3  107 115 126
4  108 118 120 110
3  109 113 117
4  110 120 124 112
4  111 128 125 113
7  112 124 120 122 135 138 132
4  113 125 119 117
3  114 127 121
4  115 121 157 150
3  115 150 126
6  116 130 142 143 137 131
3  117 119 118
4  118 119 122 120
4  119 125 129 122
6  121 127 133 134 163 157
3  122 129 135
3  123 144 160
3  125 128 129
3  127 131 133
3  130 132 142
5  131 137 139 136 133
7  132 138 149 151 146 145 142
3  133 136 134
4  134 136 159 162
3  134 162 163
3  135 141 138
3  136 139 159
3  137 140 139
5  137 143 148 156 140
3  138 141 149
4  139 140 161 159
3  140 156 161
7  141 169 168 158 153 152 149
3  142 145 143
4  143 145 147 148
11  144 165 164 163 162 161 156 155 158 166 160
3  145 146 147
3  146 154 147
4  146 151 153 154
4  147 154 155 148
3  148 155 156
3  149 152 151
3  150 157 164
3  151 152 153
4  153 158 155 154
3  157 163 164
3  158 168 166
3  159 161 162
3  160 166 167
4  166 168 170 167
3  168 169 170
