167
4812121/11528400 813103/7685600
93940605829/106976942000 8845276823/213953884000
4668967846761480629/5300323341482375280 80403932882056501/1963082719067546400
576522602980821500296164325901/654132393601440071176076173600 27282799238781558999575527931/327066196800720035588038086800
30425240916569/34498283625200 109887645192/2156142726575
5988302137339126916958491304973770707/6781262465177621409756522932332286800 365049604776541810194538531022475119/6781262465177621409756522932332286800
4978435828222111601343/5626528939933725059200 5245292570483065904611/90024463038939600947200
212431547132949332007/240055047690479255000 110111179946853781927/480110095380958510000
16214264488354250407/18301761634522230400 27807488246830122207/606245854143548882000
232682710292006381888336116672707/262320992189501816568592292718800 33494851970619870800152695939523/524641984379003633137184585437600
780029423971480222433/878341960127319388000 147011624516836423681/878341960127319388000
459064564729575775061053007270652741623/516285465683235770624916156266053857280 6324887075294691982617957157644659997/129071366420808942656229039066513464320
26570323743134867/29879753283469550 265762124848392867/3824608420284102400
1362427889/1529271200 7561619/191158900
21003760993/23559245200 1518284743191/20166713891200
11917408238511/13339647167600 1707138426839/21343435468160
887400238630625094841337192551/991651078448330465506257650400 90143577498912263351357646897/1652751797413884109177096084000
233925347960695388623640150120123/261217658876216970415183072437200 11153958326342423036679972368223/130608829438108485207591536218600
155129788943622826165576357933640894161/173091743180562927155312898729849175200 1024752391992146186587088087637391193/23603419524622217339360849826797614800
19512273023/21767170800 4592626649/58045788800
11920330353680840885033553451483/13224669359487974958016440188000 2515498669134337643761855267031/13224669359487974958016440188000
3056453131/3387637600 262397203/3387637600
178780662274305844263101803574597/197920369362501263132970762440800 3742930630128767116583364123787/98960184681250631566485381220400
45845064347949579496062655353387/50732048554989798289869146486600 13593830701427958008413496316111/202928194219959193159476585946400
116038534846782447467439/128341021043007848013920 40776690434266328586687/641705105215039240069600
41846586420467/46191562824800 2330122105403/46191562824800
137141268229732606187994147349/151316100884185143787654768600 1643903610181411227008467131/18914512610523142973456846075
1036763/1142125 1359571/36548000
107733578237863406917948830547443/118563291381788477410474731822080 106716043857177984993757541143677/1570963610808697325688790196642560
176322291/193821100 261083501/1550568800
26217676369366595841356528607723/28797496689162350549606785973200 3546729797204805062778527878261/28797496689162350549606785973200
65397119998562799128745830439/71435059859619697703894756000 3150063381170756856330669449/35717529929809848851947378000
10770178915962212855212271247615428218041/11749800672167939103096981232175468497760 889080463149510674271235741364571138531/11749800672167939103096981232175468497760
97387468295387016870988684040297/106180371359772597198513108380000 22151700590346859080919785598187/318541114079317791595539325140000
17446454743643893522409479940310161/19012027941861794374585868510619360 69407515229415145523494134838803/905334663898180684504088976696160
3152422312287155839358505332677773/3433959537379053016812911397432800 415900283693553997190492435244037/6867919074758106033625822794865600
80735244655079956435132827/87857264528627723224996000 6138682557829092198598439/87857264528627723224996000
622736572746579/676329935721800 906974309048327/4057979614330800
89292651814041857027489038969/96907899960553152123659624800 3413308115361306549494229617/145361849940829728185489437200
2994343293094565118181213172772777/3234496135423965202885287585683200 11667478851701356925612894940719/57758859561142235765808706887200
1470365274592834739/1579966090928315960 2820785053927383567/31599321818566319200
8205330758458975826326472411/8812307557419897525742163600 398246082160871578367151591/4406153778709948762871081800
12137911996864819282222950334945957/13025020071707448578725202639629120 117865887361298728216339471219251/1302502007170744857872520263962912
3424073907519/3662477177600 1426284699/6448023200
288851627/308531600 232707279/1234126400
6631024936410382868323363573818911/7053266618545035000970444429995800 3878964633847901150623063165042383/28213066474180140003881777719983200
153010543/162453400 74630943/649813600
759810344674820809/802883305834751600 27193730964077761/100360413229343950
542871683471214755210429/572664164662464723394000 77378139906453357418289/286332082331232361697000
71907863/75811600 5139121/18952900
23707005423959494939139/24952691767984641219040 6719877505415999045713/24952691767984641219040
75746972726228705267629683/79319227839759183053631800 45889816730288631400932899/317276911359036732214527200
16502130917/17278688800 13656128773/51836066400
963454335840811665043820583/1007280493523787576859112800 268394530927552469112684781/1007280493523787576859112800
524693830114115083782866616422157/547843539529885329899302194494720 14892699901439119282130814565423/68480442441235666237412774311840
670819557/699365288 19029784571/69936528800
3067702461/3182452000 344441649/1591226000
98507756514519222302408691/101933832700653868597697120 26712280206536649612837257/101933832700653868597697120
106916779949307/110491175386600 24022904751651/110491175386600
11852182647334052140141114591443573491/12129047614316497260893578619226199680 229309293751867720893172659491490271/1010753967859708105074464884935516640
122826078062484199789322222931343/125486120637044690907634893119100 76180836955985673749703982640561/334629655032119175753693048317600
4694843929/4778196200 2208511539/9556392400
4505262636816026887812680038751/4580668856411369709038854560160 1053313108951264956894573263737/4580668856411369709038854560160
1007182561742997968603686971763029/1019513212785023996276941687081280 16899112470413830218673116649087/72822372341787428305495834791520
34941823/35315600 1969141/8828900
2154852251232675417/2146821220141846400 -29592021490661109/536705305035461600
973877564946182347034292169/964309335016776703564636000 234044075347716877781678383/964309335016776703564636000
1031166411072087342428571564975319867/1019051634767895845931308924342010400 18475682116289626596132387880115177/509525817383947922965654462171005200
637273386653267062111533056631883/626131576337832884391788854653600 32094923664247920181099864811093/313065788168916442195894427326800
1507919607475325058413849922281143/1478543494741044457649143620101080 1040451355586126377410697593719559/5914173978964177830596574480404320
479742922773879244274379045668053/468252428799763788186328463519600 83431677771939966398232055234921/468252428799763788186328463519600
537252189135063/524270203313920 16914952997577/93619679163200
24241050286380547617086857414839/23575483303930583270531148356000 8485128371225671954414419070021/47150966607861166541062296712000
58516940760204295067203619512997/55755389721178385004411839788000 23478947062582819221381289301/219509408351096003954377322000
651324129669677849434609741/609938550599521706421772000 841819865421656096870666/19060579706235053325680375
1929879352151962775908347/1775133418969901517982000 184943335137227255169827/887566709484950758991000
41790031346708184686947/37505307315041703409200 2175697444110499380107/18752653657520851704600
153
7  0 12 10 6 5 4 1
3  0 13 12
3  1 3 2
3  1 4 3
9  2 3 14 21 20 34 37 48 51
4  3 4 7 14
3  4 5 7
3  5 11 7
7  5 6 9 8 15 19 11
3  6 10 9
4  7 11 17 14
3  8 9 15
6  9 10 18 28 27 15
4  10 12 16 18
5  11 19 24 23 17
3  12 13 16
6  13 47 44 39 31 16
4  14 17 22 21
4  15 27 26 19
3  16 31 18
3  17 23 22
4  18 31 38 28
3  19 26 24
3  20 21 34
4  21 22 37 34
5  22 23 25 40 37
3  23 24 25
5  24 26 30 32 25
5  25 32 35 45 40
4  26 27 29 30
3  27 28 29
7  28 38 41 42 36 33 29
3  29 33 30
4  30 33 35 32
3  31 39 38
3  33 36 35
4  35 36 46 45
4  36 42 49 46
3  37 40 48
3  38 39 41
4  39 44 43 41
6  40 45 68 69 53 48
3  41 43 42
4  42 43 52 49
5  43 44 50 54 52
3  44 47 50
5  45 46 58 66 68
3  46 49 58
3  48 53 51
6  49 52 57 63 64 58
3  50 55 54
3  51 53 56
3  52 54 57
4  53 69 70 56
4  54 55 59 57
4  55 60 61 59
3  56 70 72
4  57 59 62 63
3  58 64 66
3  59 61 62
3  60 67 61
4  60 74 73 67
4  61 67 76 62
5  62 76 77 65 63
3  63 65 64
6  64 65 86 100 80 66
3  65 77 86
3  66 80 68
7  67 73 71 81 93 78 76
7  68 80 110 127 97 79 69
4  69 79 75 70
3  70 75 72
3  71 82 81
6  71 73 91 89 85 82
4  72 75 97 137
4  73 74 92 91
7  74 155 157 128 112 103 92
3  75 79 97
3  76 78 77
10  77 78 120 134 148 146 144 129 119 86
4  78 93 107 120
3  80 100 110
6  81 82 84 104 105 93
4  82 85 83 84
6  83 85 88 87 90 84
4  84 90 102 104
3  85 89 88
3  86 119 100
4  87 88 95 96
4  87 96 99 90
4  88 89 94 95
3  89 91 94
3  90 99 102
4  91 92 98 94
3  92 103 98
3  93 105 107
4  94 98 101 95
4  95 101 106 96
5  96 106 114 113 99
4  97 127 138 137
4  98 103 108 101
4  99 113 111 102
4  100 119 129 110
4  101 108 115 106
4  102 111 109 104
3  103 112 108
3  104 109 105
4  105 109 116 107
3  106 115 114
5  107 116 136 135 120
4  108 112 117 115
7  109 111 113 118 122 121 116
4  110 129 133 127
4  112 128 125 117
3  113 114 118
6  114 115 117 125 123 118
4  116 121 131 136
3  118 123 122
3  120 135 134
3  121 122 124
4  121 124 130 131
4  122 123 126 124
5  123 125 130 124 126
6  125 128 157 158 132 130
5  127 133 142 140 138
3  129 144 133
3  130 132 131
5  131 132 159 141 136
4  132 158 160 159
5  133 144 149 151 142
5  134 135 141 154 148
3  135 136 141
3  137 138 139
3  138 140 139
4  139 140 143 145
3  140 142 143
6  141 159 161 153 152 154
6  142 151 152 153 147 143
3  143 147 145
3  144 146 149
4  146 148 150 149
3  147 153 156
4  148 154 152 150
3  149 150 151
3  150 152 151
5  153 161 160 162 156
3  155 164 157
3  156 162 165
4  157 164 163 158
4  158 163 162 160
3  159 160 161
4  162 163 166 165
3  163 164 166
