213
2079401922074147/731446443199680 19477573002073/73144644319968
607872576026530981/188047617036723840 26613769342791439/50146031209793024
1622828635640924269/501993621008333760 71282287138244791/133864965602222336
65749459/20300160 1262509/2030016
793405591500890999/244872482674508160 34380368022310493/65299328713202176
13341577387207549/4117458838421760 33354053366875/63345520591104
228831083727169187/70609295203853280 19811832091361239/37658290775388416
69913556920429/21571051516800 5840442924037/21571051516800
11097379822932298439/3422227867233524160 1675834636670097103/2737782293786819328
69521621765653/21438481321920 10512912887821/17150785057536
611632997451431/188593190962080 923826357028309/1508745527696640
34425959589303257/10611453611913600 11107491943564637/21222907223827200
41671702671251137/12842271883697880 14350701444331013/27396846685222144
81191644639/24989496960 13242381623/19991597568
54320460240661387/16696271742593280 221004466324607/417406793564832
36629360905417/11254469604480 652341225707/1500595947264
3373405423326287/1031777617073280 258179989780007/412711046829312
57218187151793/17476879722720 266392468363/490579079936
2039708031467/622321704960 15754030783449/29456560701440
5654062713660029/1720983538095360 3771470083118011/7687059803492608
1901351363502689/578018554575360 9390723535075/19267285152512
8360993/2537520 1341833/2706688
63862264495597/19327234231680 4353019948217/7730893692672
237194088551/71639264640 902870627251/1919932292352
50408761861/15204819840 442690447189/814978343424
332419292895813618379/100206553015615997760 45831678250656850933/80165242412492798208
179677176659/54069476160 9408055535/14418526976
227468453431/67612220400 390589191499/540897763200
1032976282363/305405757120 50059706089/81441535232
201
4  0 6 4 1
3  1 4 3
5  2 3 18 16 15
4  2 15 12 7
5  3 4 24 30 18
3  4 6 24
7  5 10 9 17 14 91 8
4  5 7 11 10
3  7 12 11
4  9 19 20 17
3  9 10 13
3  9 13 19
4  10 11 23 13
6  11 12 40 42 26 23
5  12 15 29 39 40
5  13 23 25 22 19
5  14 21 60 98 91
3  14 17 21
3  15 16 29
5  16 27 37 38 29
3  16 18 27
5  17 20 46 47 21
6  18 30 32 35 36 27
3  19 22 20
4  20 22 45 46
5  21 47 49 63 60
4  22 25 44 45
3  23 26 25
4  24 28 31 30
4  25 26 43 44
3  26 42 43
3  27 36 37
4  28 73 33 31
3  29 38 39
3  30 31 32
4  31 33 34 32
3  32 34 35
4  33 86 85 34
5  33 73 88 87 86
6  34 85 83 55 50 35
3  35 50 36
5  36 50 51 41 37
3  37 41 38
5  38 41 52 53 39
4  39 53 54 40
4  40 54 56 42
3  41 51 52
4  42 56 58 43
6  43 58 69 68 59 44
3  44 59 45
6  45 59 67 66 48 46
3  46 48 47
5  47 48 65 64 49
3  48 66 65
3  49 64 63
3  50 55 51
7  51 55 82 81 74 62 52
4  52 62 57 53
3  53 57 54
4  54 57 61 56
3  55 83 82
5  56 61 77 76 58
4  57 62 70 61
3  58 76 69
3  59 68 67
3  60 63 102
4  60 102 108 98
4  61 70 78 77
3  62 74 70
5  63 64 96 107 102
5  64 65 79 94 96
4  65 66 75 79
4  66 67 72 75
4  67 68 71 72
3  68 69 71
9  69 76 99 118 140 141 127 103 71
4  70 74 80 78
5  71 103 97 93 72
3  72 93 75
3  73 113 88
3  74 81 80
4  75 93 94 79
3  76 77 99
4  77 78 101 99
5  78 80 90 116 101
4  80 81 84 90
3  81 82 84
4  82 83 89 84
4  83 85 95 89
5  84 89 106 109 90
4  85 86 100 95
5  86 87 92 104 100
3  87 88 92
5  88 113 117 105 92
3  89 95 106
4  90 109 124 116
3  92 105 104
3  93 97 94
6  94 97 112 119 115 96
4  95 100 126 106
4  96 115 111 107
3  97 103 112
4  98 108 114 153
3  99 101 118
5  100 104 122 128 126
5  101 116 137 139 118
4  102 107 110 108
4  103 127 120 112
4  104 105 121 122
3  105 117 121
5  106 126 129 130 109
3  107 111 110
3  108 110 114
4  109 130 135 124
6  110 111 125 155 154 114
4  111 115 123 125
3  112 120 119
6  113 191 207 199 179 117
3  114 154 153
3  115 119 123
4  116 124 136 137
4  117 179 152 121
3  118 139 140
5  119 120 134 132 123
5  120 127 144 145 134
4  121 152 147 122
4  122 147 133 128
3  123 132 125
3  124 135 136
6  125 132 146 145 157 155
3  126 128 129
3  127 141 144
4  128 133 131 129
3  129 131 130
4  130 131 149 135
6  131 133 150 166 165 149
3  132 134 146
3  133 147 150
3  134 145 146
7  135 149 164 163 151 138 136
3  136 138 137
5  137 138 148 143 139
3  138 151 148
4  139 143 142 140
3  140 142 141
4  141 142 156 144
5  142 143 160 159 156
4  143 148 161 160
5  144 156 158 157 145
4  147 152 167 150
4  148 151 162 161
3  149 165 164
3  150 167 166
3  151 163 162
6  152 179 176 173 166 167
3  153 154 174
4  154 155 178 174
5  155 157 170 187 178
3  156 159 158
3  157 158 170
5  158 159 168 171 170
3  159 160 168
4  160 161 172 168
5  161 162 184 185 172
5  162 163 169 183 184
3  163 164 169
5  164 165 173 175 169
3  165 166 173
4  168 172 177 171
4  169 175 182 183
4  170 171 180 187
3  171 177 180
4  172 185 186 177
3  173 176 175
7  174 178 197 200 210 212 211
4  175 176 181 182
4  176 179 199 181
4  177 186 192 180
4  178 187 193 197
4  180 192 193 187
5  181 199 204 203 182
4  182 203 195 183
5  183 195 190 188 184
3  184 188 185
4  185 188 189 186
6  186 189 198 201 194 192
3  188 190 189
4  189 190 196 198
3  190 195 196
3  192 194 193
4  193 194 200 197
4  194 201 206 200
4  195 203 205 196
4  196 205 202 198
3  198 202 201
3  199 207 204
4  200 206 209 210
4  201 202 208 206
3  203 204 205
3  206 208 209
3  209 212 210
