192
47543/383150 273688/191575
54637263322540/131761495179639 48552591663395/43920498393213
7085016245036048/17044662240294099 6271792259018943/5681554080098033
158165722637156/377716150219425 417971994698992/377716150219425
483541167886093/1153378207353684 105561985124322/96114850612807
524597/1229475 1328729/1229475
137999793734777/323329384710975 116764255631663/107776461570325
4586407181857/10742499698775 3889505160967/3580833232925
31280472143539/73193055494325 53447909983957/48795370329550
41560328070521/97238563336175 242968300105469/194477126672350
5788567/13524225 239996929/216387600
39615185916787/92510001076725 11119458140951/10278889008525
63444066541/148147190625 53419339529/49382396875
1711576034129/3996315097575 53468103748411/47955781170900
5237286557453/12223573195275 4408365615707/4074524398425
208079136757/484878466275 183127173492/161626155425
25369123999507/59104640529116 15996918186734/14776160132279
1038284719/2418574041 1344837944269/1242340865727
8694780829/20154783675 285704811089/241857404100
50697927391/117255043425 13530689032777/11256484168800
32796779/75597177 27098489/25199059
534197/1229475 3066833/2458950
356102711/811453500 6707986/6147375
5472419896859/12410113654575 1288794300481/1181915586150
2195993/4917900 466002/409825
1003723013352586/2245968925242393 1693852733204677/1497312616828262
1421637670340/3173574509739 16506477802705/14810014378782
222583945188761/495869553412668 45460420706144/41322462784389
237094253203/527885010567 385701364991/351923340378
4688203/10425339 7556771/6950226
5717235247624048/12626372791425549 4783019127420993/4208790930475183
100264573538348/219849592998399 83490983627468/73283197666133
54562815448/119163889299 3778320029/3181238424
726222041926708/1536756451229025 574368701114677/512252150409675
257563434335584/530175822909117 18203760164979/16065934027549
823148692/1678524375 5888587082/5035573125
609352/1229475 5545181/4917900
58943176374890/118177958403081 14860784151095/13130884267009
17941078087/35782210593 301400629273/266378678859
37642044300497/74426970892836 7137877338138/6202247574403
14111331/27818300 9367273/6954575
8702343/17138509 19380639/17138509
33761834410637/66354185450475 25137425026003/22118061816825
785150646228058/1536756451229025 588028493334077/512252150409675
72890452404913/142445535191244 13677588468002/11870461265937
551419052/1075790625 414870613/358596875
1233862386790/2397408109731 921344181260/799136036577
5962305360068/11551368639525 53363225084329/46205474558100
4406051013052/8502320537301 3269855564932/2834106845767
297130706804/563860544325 2591132426287/2255442177300
129758/245895 94748/81965
12435329468/23506062477 108150522751/94024249908
745004/1406427 2151431/1875236
3195289650679/6011191061877 86956340763629/72134292742524
165873492965/296678415696 2876901651665/2373427325568
2081/3600 5681/4800
302260894/505874325 1278132841/1011748650
36257531/57246603 140833451/114493206
8635759/13624575 33505951/27249150
340103/535767 1318423/1071534
7/11 27/22
180
5  0 3 11 21 2
3  0 2 1
7  2 21 22 25 51 57 58
3  3 4 5
3  3 5 11
3  4 6 14
4  4 14 16 5
4  5 16 20 11
4  6 7 10 12
4  6 12 18 14
3  7 8 9
3  7 9 10
3  8 15 23
5  8 23 26 17 9
4  9 17 13 10
3  10 13 12
3  11 20 21
5  12 13 32 28 18
5  13 17 41 49 32
4  14 18 19 16
5  15 29 36 35 24
3  15 24 23
4  16 19 22 20
4  17 26 40 41
4  18 28 25 19
3  19 25 22
3  20 22 21
4  23 24 27 26
5  24 35 36 37 27
6  25 28 50 53 56 51
4  26 27 39 40
3  27 37 39
3  28 32 50
3  29 31 33
5  29 33 42 38 36
6  30 34 87 83 80 61
4  31 60 63 33
5  32 49 48 52 50
6  33 63 68 54 55 42
4  34 102 101 87
3  36 38 37
4  37 38 43 39
4  38 42 46 43
4  39 43 44 40
4  40 44 45 41
4  41 45 48 49
5  42 55 74 71 46
4  43 46 47 44
3  44 47 45
3  45 47 48
6  46 71 66 52 48 47
3  50 52 53
3  51 56 57
4  52 66 64 53
4  53 64 62 56
3  54 68 77
4  54 77 81 55
4  55 81 86 74
4  56 62 59 57
3  57 59 58
3  58 59 65
4  59 62 67 65
3  60 69 63
5  60 61 76 75 69
3  61 80 76
4  62 64 70 67
4  63 69 72 68
4  64 66 82 70
3  65 67 73
5  66 71 85 89 82
4  67 70 79 73
5  68 72 106 92 77
3  69 75 72
5  70 82 94 95 79
3  71 74 85
6  72 75 78 97 110 106
4  74 86 91 85
3  75 76 78
5  76 80 84 90 78
4  77 92 88 81
3  78 90 97
3  79 95 121
3  80 83 84
3  81 88 86
3  82 89 94
5  83 87 105 98 93
3  83 93 84
5  84 93 99 108 90
3  85 91 89
8  86 88 128 171 121 95 96 91
5  87 101 104 109 105
4  88 92 119 128
4  89 91 96 94
8  90 108 99 100 113 115 114 97
3  92 106 119
3  93 98 99
3  94 96 95
3  97 114 110
3  98 100 99
4  98 105 107 100
4  100 107 112 113
3  101 102 103
3  101 103 104
4  103 151 143 104
6  104 143 142 136 124 109
4  105 109 111 107
4  106 110 126 119
3  107 111 112
4  109 124 123 111
6  110 114 116 122 131 126
4  111 123 120 112
4  112 120 117 113
3  113 117 115
3  114 115 116
4  115 117 118 116
3  116 118 122
4  117 120 125 118
5  118 125 146 149 122
4  119 126 140 128
5  120 123 127 132 125
4  122 149 150 131
3  123 124 127
6  124 136 137 129 130 127
5  125 132 134 144 146
4  126 131 152 140
4  127 130 133 132
3  128 140 171
5  129 137 138 135 130
3  130 135 133
3  131 150 152
3  132 133 134
5  133 135 139 141 134
3  134 141 144
3  135 138 139
3  136 142 137
5  137 142 145 147 138
4  138 147 153 139
5  139 153 158 157 141
7  140 152 150 163 184 187 171
4  141 157 156 144
3  142 143 145
4  143 151 148 145
4  144 156 155 146
3  145 148 147
6  146 155 162 166 163 149
4  147 148 154 153
4  148 151 160 154
3  149 163 150
4  153 154 159 158
3  154 160 159
3  155 156 161
3  155 161 162
5  156 157 164 165 161
3  157 158 164
4  158 159 167 164
5  159 160 172 169 167
4  161 165 170 162
4  162 170 176 166
3  163 166 184
4  164 167 168 165
5  165 168 174 175 170
5  166 176 178 185 184
3  167 169 168
4  168 169 173 174
3  169 172 173
3  170 175 176
4  172 183 180 173
5  173 180 179 177 174
3  174 177 175
4  175 177 178 176
3  177 179 178
8  178 179 181 182 186 189 188 185
4  179 180 182 181
3  180 183 182
3  182 183 186
3  184 185 187
3  185 188 187
3  186 191 189
3  188 189 190
3  189 191 190
