182
16243913641/6463461420 60289203553/38780768520
7354215127523419/2664140408643480 2161345654738391/1332070204321740
173545671104709643/62830040295065160 39131726586379053/20943346765021720
3974715271/1437772960 2314036453/1437772960
2404460577728/869577012135 4343250298549/2318872032360
43952104243/15887007435 79445208369/42365353160
3319768703399/1199745106365 17238195260311/9597960850920
107642508478382/38886095852565 582669491618093/311088766820520
22858143663721/8253467901120 4438976437901/2751155967040
1684448386919413429/608099946209890680 5253636424172585559/2808842608683780760
1700738282039791/613279579086720 122610370664473/65708526330720
30972383249/11157801720 1740454617/929816810
12476522054/4491990555 67307953571/35935924440
110076262815370309/39614098602979680 130703919879461879/79228197205959360
3600148611907/1294132084440 1493060538309/862754722960
74229630452617/26656419293400 54229722877531/26656419293400
170311759523/60848729760 893679581/585083940
19917076585426407/7111926078313940 233990473825786493/128014669409650920
327654166096319/116897527192680 58699280268389/38965842397560
1101967153357/392886812240 688090279181/392886812240
222511651373707/79266927874290 581539471899679/317067711497160
1958355790787421/696657972176920 151866396102496/87082246522115
69221319859/24577981480 38492041297/24577981480
99794638595/35429402008 30775045865/17714701004
1021632165077471/362660871903720 23664964474917/15110869662655
6087114139/2158397280 37107929707/23742370080
914904408522719/323891923302480 178985781666489/107963974434160
6223820512849/2200793914280 7710239084099/4401587828560
1042533832425307/368603215932120 317645780728553/184301607966060
23501280638191/8288144326020 92552115531803/49728865956120
192141706433/67700163960 657589049/433975410
428302385715107/150876129392040 4463903165963/2901464026770
1109492139680231/390813862525320 150879748862027/97703465631330
634563341413/223515767280 345831515759/223515767280
56710493030234699/19971995200751880 1302382499115818/832166466697995
11633243695163/4095238207320 1188889596439/682539701220
121281510117137459/42672539320067280 70874887737307937/42672539320067280
1904461159793/670006399140 746864594641/446670932760
28750912864627/10111526980152 8623651029023/5055763490076
1341086724877/471647169240 1997152868459/1297029715410
2538861056567/892583298360 259232388451/148763883060
1457418579769643/512357340732120 149232735271079/85392890122020
833415006043/292975806160 20017630787711/11426056440240
41524603306846481/14596353012566520 2140102224884509/1216362751047210
219403898441543189/77118160529116005 1089360226943219741/616945284232928040
4706002134346381/1653758626879320 739090689809077/413439656719830
110695421/38884170 659010323/427725870
5632117876537/1977936643540 41583372251357/23735239722480
167742366973499/58906606342155 875902114002131/471252850737240
4949357/1737840 3254951/1737840
8154998397367641541/2863016253574833720 240090708574168303/136334107313087320
6881399015593689529/2413621662216262680 605928067482876641/344803094602323240
1601604385504603/561016136921760 368602461289919/210381051345660
4373403195597253/1531365589947960 900687664646153/510455196649320
967183622422337/338229618572040 196791674363047/112743206190680
34751570711198669/12151299492045480 10756692514157641/6075649746022740
223482484495/78142439024 131756888495/78142439024
39648656716950733/13851582991835160 2040178444753597/1154298582652930
1193694889/416473356 23175044149/12494200680
242694797361/84417895120 13757476936969/7850864246160
14442022721515957/5021270687088240 8369968110762481/5021270687088240
3908610289639/1358231377080 5146947591121/2942834650340
11358111812778223/3934636444271910 8958406064652377/5246181925695880
9711755556799/3353013694680 764810303984/419126711835
3877286737/1338426440 4691611807/2676852880
5035637/1737840 2581901/1737840
55799530667/19245600465 28807908886/19245600465
156883683349/54107648400 3845930513/2081063400
8650219688567/2980879254240 22215094180051/12917143435040
1605383881/552633120 824613323/552633120
462604149588979/159116090800680 32548049069343/17679565644520
5296446010591/1820943291570 2836850581453/1820943291570
14615284997879651/5023773045481320 2615420058945841/1674591015160440
2389540414139/820989503880 216482389831/117284214840
157000384919/53925754480 406008932089/242665895160
22189768270403/7605151048560 233756775392081/144497869922640
81977047600023/28086023753710 572771481689083/337032285044520
504726631035553/172802653047960 22482916028587/14400221087330
10594545484543/3621921842760 1084287691959/603653640460
554923612906639/189497144363280 319844445736087/189497144363280
2043219309783/697101641860 2430376157663/1394203283720
44186949/15061280 19803809/11295960
988905031/336851320 147118477/84212830
949833487/323419265 1691529598/970257795
44189346765131/15042522334320 8767323013361/5014174111440
16010566028051/5446686861720 3196918944881/1815562287240
162375483989/55186847040 19636764409/11037369408
43801750289/14866352280 8949284779/4955450760
3636341/1230970 1786353/1230970
56567863934311/19130569359720 7515051221647/4782642339930
2569591/868920 127749/72410
3720090017/1254430840 1454065777/940823130
6800639831/2291921320 893358937/572980330
23418539223/7886607560 9691120223/5914955670
44131387/14771640 14809789/9374310
25124823/8399560 9878623/6299670
2617441/868920 344677/217230
218753/72410 53292/36205
171
7  0 1 102 84 49 42 18
5  0 18 15 4 3
7  2 3 8 10 7 17 16
3  2 9 6
3  2 16 9
3  3 4 8
4  4 12 11 8
3  4 15 12
3  5 6 43
5  6 9 41 51 43
3  7 10 13
4  7 13 19 17
3  8 11 10
6  9 16 22 26 39 41
4  10 11 14 13
4  11 12 23 14
7  12 15 40 34 21 25 23
4  13 14 20 19
5  14 23 27 28 20
4  15 18 42 40
3  16 17 22
4  17 19 24 22
4  19 20 29 24
4  20 28 31 29
3  21 32 25
3  21 34 32
3  22 24 26
3  23 25 27
5  24 29 33 35 26
5  25 32 36 30 27
3  26 35 39
3  27 30 28
5  28 30 58 59 31
3  29 31 33
4  30 36 55 58
7  31 59 60 48 57 37 33
4  32 34 38 36
3  33 37 35
5  34 40 44 45 38
6  35 37 64 65 47 39
4  36 38 53 55
4  37 57 63 64
4  38 45 52 53
3  39 47 41
3  40 42 44
6  41 47 69 72 67 51
4  42 49 46 44
3  43 51 56
3  44 46 45
4  45 46 50 52
4  46 49 84 50
3  47 65 69
4  48 61 62 57
3  48 60 61
4  50 66 54 52
4  50 84 100 66
3  51 67 56
3  52 54 53
4  53 54 68 55
4  54 66 76 68
6  55 68 79 83 77 58
4  56 67 73 75
3  57 62 63
3  58 77 59
4  59 77 81 60
7  60 81 97 112 107 98 61
3  61 98 62
6  62 98 105 103 71 63
4  63 71 70 64
3  64 70 65
6  65 70 74 82 80 69
7  66 100 115 116 109 106 76
3  67 72 73
3  68 76 79
3  69 80 72
3  70 71 74
4  71 103 90 74
4  72 80 86 73
4  73 86 88 75
3  74 90 82
8  75 88 89 96 133 142 151 78
4  76 106 87 79
4  77 83 85 81
4  78 151 157 99
3  79 87 83
5  80 82 94 93 86
3  81 85 97
4  82 90 101 94
4  83 87 92 85
4  84 102 114 100
4  85 92 110 97
4  86 93 91 88
4  87 106 108 92
3  88 91 89
3  89 91 96
6  90 103 111 127 128 101
6  91 93 95 104 113 96
5  92 108 118 120 110
3  93 94 95
4  94 101 104 95
3  96 113 133
5  97 110 121 122 112
3  98 107 105
3  100 114 115
4  101 128 129 104
5  102 149 123 115 114
3  103 105 111
4  104 129 132 113
6  105 107 119 125 126 111
3  106 109 108
3  107 112 119
4  108 109 117 118
3  109 116 117
3  110 120 121
3  111 126 127
4  112 122 124 119
3  113 132 133
3  115 123 116
4  116 123 130 117
5  117 130 155 156 118
5  118 156 159 144 120
3  119 124 125
4  120 144 140 121
3  121 140 122
5  122 140 146 138 124
4  123 149 150 130
5  124 138 136 131 125
3  125 131 126
5  126 131 135 134 127
3  127 134 128
5  128 134 137 139 129
5  129 139 147 142 132
3  130 150 155
3  131 136 135
3  132 142 133
3  134 135 137
5  135 136 143 141 137
4  136 138 145 143
3  137 141 139
4  138 146 152 145
4  139 141 162 147
4  140 144 158 146
6  141 143 148 169 170 162
4  142 147 154 151
3  143 145 148
5  144 159 163 160 158
5  145 152 164 165 148
4  146 158 160 152
4  147 162 171 154
5  148 165 166 168 169
3  149 153 150
6  150 153 175 176 161 155
3  151 154 157
3  152 160 164
3  153 172 175
3  155 161 156
4  156 161 173 159
5  159 173 178 177 163
5  160 163 167 166 164
3  161 176 173
3  162 170 171
3  163 177 167
3  164 166 165
3  166 167 168
5  167 177 180 174 168
3  168 174 169
3  169 174 170
4  172 181 179 175
5  173 176 175 179 178
3  177 178 180
3  178 179 180
